"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","is_blownout","score_diff"
"113","MIN",-4,-11,4,-1,1,-5,-40,7,-63,10,117,1,50,-10,-4,4,-1,15,1,0,10,-6,-16,10,"MIN","CHI",0,0,0,0,1,0,-119,-6,-1,5,16,101,2,-178,17,2,"CHI","MIN",-2,9,"False","dome","sportturf",0,0,0,-1,"CHI",-11,"2019-12-29",FALSE,11
"114","CAR",-4,-15,-30,1,-2,-1,-1,31,26,12,88,1,13,-15,-4,-30,1,-17,-1,0,12,-4,-16,12,"CAR","LVR",2,0,0,0,0,1,-94,-4,-9,-2,48,40,8,-94,-23,-1,"LVR","CAR",-8,20,"False","outdoors","grass",18,-30,-4,10,"LVR",3,"2020-09-13",FALSE,28
"115","CLE",9,12,-90,-2,-2,-4,-19,-28,-14,7,64,0,34,11,9,-90,-2,-56,2,-3,10,15,5,10,"CLE","BAL",0,0,0,0,0,0,-64,-1,13,-1,18,46,2,-96,-29,0,"CLE","BAL",-17,5,"False","outdoors","grass",12,-8,-2,-5,"BAL",3,"2020-09-13",TRUE,-22
"116","WAS",-1,-6,-28,0,-1,1,-4,-44,19,16,-8,2,0,-5,-1,-28,0,-57,-1,2,14,11,-3,14,"WAS","PHI",0,0,0,0,0,0,7,3,-3,-2,7,-15,0,16,-10,-3,"PHI","WAS",1,-20,"False","outdoors","grass",4,23,5,7,"PHI",-6,"2020-09-13",FALSE,41
"117","HOU",-1,-11,22,1,-1,3,-5,20,56,8,32,-1,0,-7,-1,22,1,37,1,2,6,0,-6,6,"HOU","BUF",3,0,0,0,0,0,-92,-5,-2,-6,0,32,2,-34,-33,1,"BUF","HOU",-16,8,"True","retractable roof (closed)","grass",0,0,0,8,"HOU",0,"2020-01-04",FALSE,24
"118","IND",24,21,201,1,2,-2,-13,2,19,-5,-44,-1,3,22,24,201,1,67,-2,-1,-4,14,18,-4,"IND","JAX",0,0,0,1,0,0,92,-1,4,-3,-24,-20,1,93,113,-2,"IND","JAX",0,-11,"False","outdoors","grass",8,40,3,-2,"IND",3,"2020-09-13",FALSE,11
"119","LAC",-15,-16,-73,-2,-2,-1,-22,14,-5,14,47,0,-8,-15,-15,-73,-2,21,0,1,13,-3,-16,13,"LAC","CIN",0,0,0,0,0,0,21,-4,-1,4,-2,49,1,12,-90,1,"LAC","CIN",-5,-18,"False","outdoors","grass",43,-14,-10,8,"LAC",-5,"2020-09-13",FALSE,13
"120","NYG",-2,-6,-22,1,1,-1,-9,8,3,-1,-93,-1,-68,-8,-2,-22,1,25,-1,2,-3,-8,-5,-3,"NYG","PIT",0,0,0,-1,0,1,-289,-2,12,4,-4,-89,0,-277,47,3,"PIT","NYG",-8,-1,"False","outdoors","fieldturf ",29,-25,0,-2,"PIT",0,"2020-09-14",TRUE,7
"121","PIT",12,7,134,3,0,0,3,7,70,7,50,-1,33,11,12,134,3,52,-1,1,6,14,8,6,"PIT","NYG",0,0,0,0,1,0,89,-3,-11,4,50,0,3,86,30,-1,"PIT","NYG",16,-12,"False","outdoors","fieldturf ",25,-47,-2,-4,"PIT",9,"2020-09-14",FALSE,28
"122","BAL",-10,-33,-81,2,-2,-2,-6,18,193,1,-74,2,-9,-28,-10,-81,2,-22,0,-6,7,-34,-41,7,"BAL","CLE",0,0,0,-1,-1,0,-406,-6,0,5,-60,-14,0,-372,-15,-7,"CLE","BAL",-22,26,"False","outdoors","grass",7,2,-7,3,"BAL",0,"2020-09-13",FALSE,48
"123","MIN",-2,-4,87,1,0,-4,-35,-4,34,12,113,2,40,-4,-2,87,1,23,0,4,8,4,-4,8,"MIN","GNB",4,0,0,0,0,1,89,0,-3,-2,91,22,2,90,-13,1,"GNB","MIN",33,7,"False","dome","sportturf",16,-22,-11,6,"MIN",0,"2020-09-13",FALSE,8
"124","HOU",-11,-20,-135,-1,1,-1,-29,-23,-11,1,24,1,9,-19,-11,-135,-1,-83,-1,1,0,-20,-20,0,"HOU","KAN",0,0,0,-1,0,0,-182,-5,2,-1,-11,35,-3,-175,-21,0,"HOU","KAN",-11,-17,"False","outdoors","astroturf",-16,50,7,1,"KAN",3,"2020-09-10",TRUE,6
"125","TEN",7,11,12,0,0,-2,-25,-42,-129,11,45,-1,0,8,7,12,0,-69,0,-1,12,20,8,12,"TEN","DEN",0,0,0,0,1,1,-3,0,-7,2,36,9,1,-41,-15,3,"TEN","DEN",-8,-21,"False","outdoors","grass",7,-31,10,4,"TEN",-10,"2020-09-14",FALSE,13
"126","GNB",1,5,38,2,-2,-3,-30,-20,30,16,96,0,54,4,1,38,2,-31,-1,0,16,18,2,16,"GNB","MIN",0,0,0,0,0,0,59,1,16,1,66,30,2,64,-25,2,"GNB","MIN",23,-3,"False","dome","sportturf",14,-11,-5,7,"MIN",-2,"2020-09-13",FALSE,26
"127","HOU",5,4,22,0,0,0,11,7,5,-5,-67,-2,-22,3,5,22,0,0,1,1,-6,-1,5,-6,"HOU","BAL",0,0,0,0,0,-1,0,1,5,-2,-20,-47,0,13,-20,-4,"BAL","HOU",13,-18,"False","retractable roof (closed)","grass",16,-50,-7,2,"BAL",-4,"2020-09-20",TRUE,-3
"128","ATL",-13,-17,-177,2,-1,-1,-10,-2,67,13,41,-1,5,-16,-13,-177,2,-6,-1,4,9,-5,-14,9,"ATL","DAL",0,0,0,-1,0,-2,-147,-1,-11,2,31,10,0,-118,-1,-1,"ATL","DAL",1,15,"False","retractable roof (closed)","fieldturf",0,0,0,-2,"DAL",4,"2020-09-20",FALSE,12
"129","NYJ",0,-3,-36,0,-1,-2,-7,-39,15,14,52,-1,21,-1,0,-36,0,-45,-1,0,14,9,-5,14,"NYJ","SFO",0,0,0,0,0,-1,-113,-3,-9,0,17,35,1,-113,-40,1,"SFO","NYJ",14,-14,"False","outdoors","fieldturf ",-6,-64,-8,-1,"SFO",2,"2020-09-20",TRUE,-8
"130","TAM",0,-1,-22,-1,-1,-3,-15,13,2,-4,36,2,12,1,0,-22,-1,2,1,-1,-3,-8,-5,-3,"TAM","CAR",0,0,0,0,1,1,-58,-5,-3,-2,-33,69,0,-58,20,8,"CAR","TAM",-6,-3,"False","outdoors","grass",13,27,17,-3,"TAM",-1,"2020-09-20",FALSE,25
"131","MIA",11,17,137,2,-3,2,8,6,56,-5,12,0,1,16,11,137,2,7,0,-1,-4,14,18,-4,"MIA","BUF",1,0,0,1,0,1,62,1,9,0,-5,17,0,62,62,2,"BUF","MIA",20,7,"False","outdoors","grass",20,6,-3,2,"BUF",1,"2020-09-20",FALSE,7
"132","CLE",-5,-16,30,1,0,-2,-21,15,45,8,77,3,9,-14,-5,30,1,20,-2,0,8,-10,-18,8,"CLE","CIN",0,0,0,0,1,0,-148,-2,-7,-1,17,60,-2,-104,39,-1,"CIN","CLE",24,-3,"False","outdoors","grass",-11,-20,3,1,"CLE",-3,"2020-09-17",FALSE,37
"133","PHI",2,1,-28,-2,0,-8,-62,-30,-16,9,64,2,7,-1,2,-28,-2,-49,0,1,8,2,-6,8,"PHI","LAR",0,0,0,0,0,-1,-239,-8,-11,0,53,11,-1,-262,-2,1,"LAR","PHI",20,-8,"False","outdoors","grass",-14,-34,7,3,"PHI",5,"2020-09-20",TRUE,-8
"134","NYG",-1,-1,-38,-2,-1,1,4,-17,-11,-2,46,1,21,-3,-1,-38,-2,-35,1,0,-2,-2,0,-2,"NYG","CHI",0,0,0,0,0,-1,22,-1,-12,-8,17,29,1,-1,-36,-2,"NYG","CHI",-13,1,"False","outdoors","grass",-5,-3,7,2,"CHI",-2,"2020-09-20",FALSE,6
"135","MIN",5,1,138,3,-1,-1,-5,47,81,15,146,0,41,2,5,138,3,52,1,1,14,15,1,14,"MIN","TEN",-1,0,0,0,1,1,-75,-2,8,2,60,86,1,-40,102,-1,"TEN","MIN",20,2,"False","dome","sportturf",0,0,0,0,"TEN",0,"2020-09-27",FALSE,16
"136","WAS",2,4,1,1,3,-1,-6,3,-30,-1,-14,0,23,3,2,1,1,27,0,0,-1,2,3,-1,"WAS","CLE",0,0,0,0,0,-1,-38,1,-7,1,-3,-11,-8,-39,11,0,"WAS","CLE",5,4,"False","outdoors","grass",1,19,18,0,"CLE",-1,"2020-09-27",TRUE,1
"137","DET",2,-2,26,0,-1,0,12,-9,28,6,1,-1,-7,1,2,26,0,35,0,-1,7,4,-3,7,"DET","ARI",0,0,0,0,0,0,-37,0,4,-4,-1,2,2,-37,13,-1,"DET","ARI",5,-19,"False","retractable roof (closed)","grass",6,4,-12,3,"ARI",4,"2020-09-27",FALSE,24
"138","HOU",-6,-9,-11,1,0,1,11,-4,21,-2,-22,1,-6,-7,-6,-11,1,23,-1,-4,2,-10,-12,2,"HOU","PIT",0,0,0,0,0,0,2,-1,-11,1,-21,-1,2,13,-30,0,"HOU","PIT",-12,12,"False","outdoors","grass",7,24,6,4,"PIT",-3,"2020-09-27",FALSE,10
"139","NYJ",-4,-3,-11,0,3,1,11,-2,-43,0,5,0,-15,-6,-4,-11,0,-7,0,4,-4,-2,2,-4,"NYJ","IND",0,0,0,0,0,0,38,0,-8,1,39,-34,0,27,23,-2,"NYJ","IND",-24,23,"False","retractable roof (closed)","fieldturf",11,16,-7,-5,"IND",3,"2020-09-27",TRUE,-11
"140","PHI",3,4,-17,1,0,3,19,5,6,10,51,-1,24,3,3,-17,1,12,-1,5,5,17,12,5,"PHI","CIN",0,0,0,0,0,0,75,3,8,2,20,31,2,70,-10,-3,"CIN","PHI",-14,4,"True","outdoors","grass",14,48,-7,-3,"PHI",0,"2020-09-27",FALSE,18
"141","CAR",-11,-14,-132,1,-2,-3,-13,-1,30,-3,-6,-2,24,-13,-11,-132,1,-19,-2,1,-4,-20,-16,-4,"CAR","LAC",0,0,0,-1,0,-2,-171,-1,-11,-1,4,-10,6,-158,-13,1,"CAR","LAC",4,-15,"False","dome","matrixturf",-13,-27,-17,1,"LAC",-4,"2020-09-27",FALSE,19
"142","NOR",3,-2,-24,2,-1,2,13,23,36,1,10,-2,19,-2,3,-24,2,-20,1,0,1,1,0,1,"NOR","GNB",-1,0,0,-1,0,1,-44,-5,-4,1,15,-5,-2,-36,-50,0,"GNB","NOR",13,-4,"False","dome","astroturf",0,0,0,1,"NOR",5,"2020-09-27",FALSE,3
"143","JAX",-3,-2,76,2,0,-1,-18,9,22,3,17,-2,-6,-6,-3,76,2,48,-1,-1,4,0,-4,4,"JAX","CIN",0,0,0,1,0,0,-9,-3,1,-1,11,6,2,-28,-15,-2,"JAX","CIN",-6,20,"False","outdoors","grass",-17,-17,-6,1,"CIN",1,"2020-10-04",FALSE,10
"144","WAS",11,8,90,-2,-3,0,22,7,32,0,-34,1,-27,8,11,90,-2,23,-1,-1,1,8,7,1,"WAS","BAL",0,0,0,1,0,1,-45,-1,11,1,-10,-24,-3,-45,59,-3,"BAL","WAS",11,-17,"False","outdoors","grass",-8,-19,-13,-7,"BAL",0,"2020-10-04",TRUE,0
"145","NYJ",8,15,78,-1,-3,4,37,18,123,-5,20,1,24,17,8,78,-1,9,0,0,-5,14,19,-5,"NYJ","DEN",0,0,0,0,0,1,257,6,20,0,-21,41,-1,257,-54,0,"DEN","NYJ",30,-8,"False","outdoors","fieldturf ",-8,10,6,11,"NYJ",-3,"2020-10-01",FALSE,20
"146","DEN",-6,-8,13,1,1,-6,-45,-2,-55,18,75,2,36,-10,-6,13,1,3,0,-2,20,4,-16,20,"DEN","NYJ",0,0,0,0,1,1,40,-7,-19,0,54,21,1,15,-32,-2,"DEN","NYJ",9,18,"False","outdoors","fieldturf ",9,16,-1,5,"NYJ",-1,"2020-10-01",FALSE,27
"147","LVR",8,12,50,0,0,0,2,3,-12,1,-40,0,-17,11,8,50,0,-1,-1,2,-1,13,14,-1,"LVR","BUF",0,0,0,1,0,0,20,4,9,-6,-19,-21,-2,20,23,3,"BUF","LVR",10,-13,"False","dome","grass",-1,-36,-8,4,"BUF",6,"2020-10-04",FALSE,9
"148","NYG",6,4,11,0,0,3,17,4,9,10,70,0,29,5,6,11,0,-13,-2,3,7,17,10,7,"NYG","LAR",0,0,0,0,0,0,-281,-2,5,-4,49,21,1,-268,79,2,"NYG","LAR",-27,8,"False","dome","matrixturf",-3,-27,-2,-10,"LAR",6,"2020-10-04",FALSE,19
"149","BAL",0,-5,111,1,2,-3,-25,29,153,11,-14,2,19,-4,0,111,1,37,-1,0,11,3,-8,11,"BAL","WAS",0,-1,0,0,0,0,106,-1,-8,-1,-54,40,-1,114,19,-4,"BAL","WAS",-3,-3,"False","outdoors","grass",-8,-39,-3,-11,"BAL",-10,"2020-10-04",FALSE,28
"150","ARI",3,6,247,-2,1,0,11,20,-13,7,-2,3,-11,4,3,247,-2,110,-1,-3,10,13,3,10,"ARI","NYJ",0,0,0,1,0,1,123,0,3,2,10,-12,0,104,89,0,"ARI","NYJ",9,-21,"False","outdoors","fieldturf ",-4,9,0,-4,"ARI",-4,"2020-10-11",FALSE,30
"151","DAL",-17,-25,-214,-3,0,-1,-9,32,219,11,41,1,-14,-25,-17,-214,-3,-44,-1,-1,12,-15,-27,12,"DAL","NYG",-4,0,0,-1,0,0,-274,-6,-9,-9,-5,46,1,-274,-132,-1,"NYG","DAL",-15,-1,"False","retractable roof (closed)","fieldturf",0,0,0,-4,"DAL",-4,"2020-10-11",FALSE,14
"152","WAS",-14,-15,-203,0,0,5,1,-10,52,-8,-31,-1,-12,-16,-14,-203,0,-75,-1,2,-10,-18,-8,-10,"WAS","LAR",0,0,0,-1,0,-1,-61,-4,-3,1,-23,-8,1,-78,-102,1,"LAR","WAS",-1,-7,"False","outdoors","grass",4,37,-3,7,"LAR",0,"2020-10-11",TRUE,-6
"153","ATL",-7,-2,-59,0,1,-2,-17,5,-29,-1,88,-1,25,-4,-7,-59,0,-32,0,-2,1,-5,-6,1,"ATL","CAR",0,0,0,0,1,1,-85,1,0,2,5,83,-3,-82,-27,2,"CAR","ATL",7,-14,"False","retractable roof (closed)","fieldturf",19,-1,-9,3,"ATL",-3,"2020-10-11",FALSE,7
"154","NWE",-1,-10,5,-1,-1,2,6,-14,72,-10,-68,1,-33,-8,-1,5,-1,24,0,1,-11,-18,-7,-11,"NWE","DEN",0,0,0,0,-1,0,-149,-1,-1,1,-64,-4,-1,-129,49,-4,"DEN","NWE",8,-14,"False","outdoors","grass",-15,6,-7,4,"NWE",-5,"2020-10-18",FALSE,10
"155","JAX",-6,-5,-58,-1,1,-3,0,0,-24,-4,-31,1,-13,0,-6,-58,-1,-65,-1,-1,-3,-12,-9,-3,"JAX","DET",0,0,0,-1,0,1,122,2,-5,7,-15,-16,-1,127,-46,2,"DET","JAX",20,-14,"False","outdoors","grass",6,33,10,3,"DET",-3,"2020-10-18",TRUE,-2
"156","NYJ",3,11,-9,-1,1,0,5,-30,-32,-6,-8,0,15,8,3,-9,-1,-14,0,-4,-2,5,7,-2,"NYJ","MIA",0,0,0,0,0,-1,74,0,14,-9,-7,-1,-2,60,3,0,"NYJ","MIA",-30,14,"False","outdoors","grass",21,9,7,-3,"MIA",-2,"2020-10-18",TRUE,-4
"157","CIN",6,9,130,0,0,-5,-35,41,12,4,28,3,33,10,6,130,0,39,-2,-1,5,8,3,5,"CIN","IND",0,0,0,1,0,1,124,-7,-16,-3,23,5,1,138,45,3,"CIN","IND",24,4,"False","retractable roof (closed)","fieldturf",3,-47,-3,5,"IND",-3,"2020-10-18",FALSE,20
"158","SFO",7,-2,97,2,-2,-5,-43,5,25,18,-9,-1,-26,-3,7,97,2,59,-1,1,17,11,-6,17,"SFO","LAR",0,0,0,0,0,1,-171,-6,-8,0,-4,-5,-2,-171,130,1,"LAR","SFO",-27,7,"False","outdoors","grass",14,-23,10,6,"LAR",1,"2020-10-18",FALSE,34
"159","WAS",13,12,169,2,1,-5,-12,-1,-45,10,48,-1,16,12,13,169,2,68,1,0,10,17,7,10,"WAS","NYG",0,0,0,0,0,0,105,1,-2,-1,23,25,0,109,47,-1,"WAS","NYG",-11,10,"False","outdoors","fieldturf ",-7,-34,-2,5,"NYG",-3,"2020-10-18",FALSE,19
"160","BUF",-15,-19,-163,0,-1,-1,-10,-11,-75,1,-11,0,-20,-20,-15,-163,0,-50,-1,2,-1,-19,-18,-1,"BUF","KAN",0,0,0,0,0,-1,-134,1,9,6,-5,-6,4,-129,-23,-3,"KAN","BUF",10,-25,"False","outdoors","astroturf",-22,60,3,-2,"KAN",3,"2020-10-19",FALSE,17
"161","JAX",-11,-17,-70,1,-1,4,7,-15,26,11,96,0,14,-20,-11,-70,1,49,-1,2,9,-2,-11,9,"JAX","LAC",1,0,0,0,1,-1,-165,-1,1,-6,46,50,3,-173,-44,-2,"JAX","LAC",-5,23,"False","dome","matrixturf",-6,-33,-10,-5,"LAC",-4,"2020-10-25",TRUE,8
"162","NYJ",-9,-21,-66,0,1,3,-9,0,-19,0,-15,1,-28,-18,-9,-66,0,-20,0,0,0,-18,-18,0,"NYJ","BUF",0,0,0,0,0,0,-247,-4,-15,2,-11,-4,1,-223,-59,-2,"BUF","NYJ",18,-14,"False","outdoors","fieldturf ",-33,-14,-7,1,"BUF",1,"2020-10-25",FALSE,16
"163","MIN",-13,-22,-183,-2,-3,0,-1,1,48,21,141,3,23,-21,-13,-183,-2,-41,0,0,21,-1,-22,21,"MIN","GNB",-3,0,0,-1,1,-1,-305,-4,0,-1,66,75,5,-307,-6,1,"MIN","GNB",-12,-1,"False","outdoors","grass",-38,5,23,-2,"GNB",-6,"2020-11-01",FALSE,23
"164","CLE",8,1,151,4,-1,-4,-20,-6,137,0,7,0,-18,2,8,151,4,29,0,-1,1,-3,-4,1,"CLE","CIN",0,0,0,0,0,1,142,-4,-2,-2,5,2,2,144,28,0,"CLE","CIN",30,-4,"False","outdoors","grass",-13,34,-1,-1,"CLE",0,"2020-10-25",FALSE,34
"165","GNB",7,-1,123,4,-2,-5,-53,25,97,6,2,0,-33,3,7,123,4,30,0,-2,8,0,-8,8,"GNB","HOU",0,0,0,0,0,1,-65,3,-7,0,4,-2,-1,-65,86,-2,"GNB","HOU",25,-18,"False","retractable roof (closed)","grass",-16,-3,-12,1,"GNB",0,"2020-10-25",FALSE,43
"166","DAL",-23,-32,-152,-1,-1,3,36,23,80,-1,-14,0,-2,-31,-23,-152,-1,-60,-2,1,-2,-30,-28,-2,"DAL","WAS",0,0,0,0,0,0,-141,-4,-14,0,-27,13,-1,-141,-101,-1,"DAL","WAS",-35,15,"False","outdoors","grass",-26,45,5,0,"DAL",-11,"2020-10-25",TRUE,6
"167","DEN",2,1,-6,3,-1,-1,-15,16,37,-17,-69,-1,15,0,2,-6,3,-29,-2,0,-17,-17,0,-17,"DEN","LAC",0,0,0,0,0,0,43,-2,-8,1,-78,9,0,35,-49,-1,"LAC","DEN",-13,15,"False","outdoors","grass",50,-55,-1,4,"LAC",-2,"2020-11-01",FALSE,28
"168","HOU",-10,-7,-28,0,0,-1,-9,47,-5,6,28,1,16,-9,-10,-28,0,58,0,0,6,-2,-8,6,"HOU","JAX",0,0,0,-1,0,1,43,3,8,0,0,28,0,5,61,-2,"HOU","JAX",-8,5,"False","outdoors","grass",7,26,14,-5,"HOU",-6,"2020-11-08",FALSE,17
"169","NWE",0,0,12,0,-4,0,-2,-10,3,12,94,2,28,1,0,12,0,-6,1,-2,14,12,-2,14,"NWE","BUF",2,0,0,0,1,0,-60,2,0,-4,-3,97,2,-53,20,1,"NWE","BUF",-12,18,"False","outdoors","astroturf",-8,27,10,-1,"BUF",-3,"2020-11-01",FALSE,24
"170","LVR",-9,-12,-173,-1,-1,-1,-2,-27,-10,21,133,0,18,-14,-9,-173,-1,-78,0,2,19,8,-11,19,"LVR","CLE",0,0,0,0,1,-1,-175,-5,-17,-2,100,33,2,-175,-77,1,"LVR","CLE",-29,-14,"False","outdoors","grass",-23,11,35,2,"CLE",-3,"2020-11-01",FALSE,35
"171","JAX",12,11,131,-1,1,-3,-3,37,-6,0,-25,1,-4,14,12,131,-1,1,0,-3,3,8,5,3,"JAX","HOU",-1,0,0,1,-1,1,71,-2,5,-3,-34,9,-3,79,67,1,"HOU","JAX",-2,-14,"False","outdoors","grass",7,26,14,1,"HOU",1,"2020-11-08",FALSE,8
"172","DAL",10,18,66,0,-1,-2,-7,-35,-81,9,50,0,23,17,10,66,0,12,2,-2,11,25,14,11,"DAL","PHI",0,0,0,0,0,0,153,9,6,5,56,-6,0,144,68,-2,"DAL","PHI",6,-2,"False","outdoors","grass",3,-24,12,-9,"PHI",-1,"2020-11-01",TRUE,8
"173","CHI",0,1,11,2,-1,1,8,8,26,6,47,0,32,3,0,11,2,-20,0,0,6,8,2,6,"CHI","NOR",0,0,0,0,0,0,-123,3,-3,-3,-1,48,-1,-79,-48,3,"NOR","CHI",16,-1,"True","outdoors","grass",-32,-4,20,1,"NOR",-3,"2020-11-01",FALSE,11
"174","TEN",-8,-9,-75,0,-1,2,12,13,12,2,-126,-1,-29,-8,-8,-75,0,-9,0,-1,3,-5,-8,3,"TEN","CHI",0,0,0,0,-1,0,-56,-2,-4,0,-92,-34,-2,-25,4,2,"CHI","TEN",-3,-7,"False","outdoors","grass",29,3,-10,1,"TEN",-3,"2020-11-08",FALSE,18
"175","CLE",0,-5,10,0,0,1,7,-4,17,19,130,1,47,-6,0,10,0,-7,-1,-3,22,15,-7,22,"CLE","HOU",0,0,0,0,2,0,-28,1,4,-2,112,18,3,-28,-19,-6,"HOU","CLE",-9,4,"False","outdoors","grass",10,10,-10,-3,"CLE",-2,"2020-11-15",FALSE,13
"176","DET",7,3,-31,-1,2,-3,-26,-25,54,14,100,0,13,4,7,-31,-1,-52,-1,0,14,14,0,14,"DET","MIN",0,0,0,-1,0,-1,-125,-4,-12,-9,90,10,1,-97,25,2,"DET","MIN",-21,13,"False","dome","sportturf",0,0,0,0,"MIN",2,"2020-11-08",TRUE,6
"177","NYJ",0,-5,129,3,1,0,0,23,58,-7,-28,0,-8,-4,0,129,3,67,-1,-4,-3,-12,-9,-3,"NYJ","NWE",0,0,0,0,0,1,122,-2,-3,0,-5,-23,3,115,23,-2,"NWE","NYJ",21,-8,"False","outdoors","fieldturf ",9,72,-9,11,"NWE",-7,"2020-11-09",FALSE,23
"178","LAR",-8,-24,-53,-1,-2,1,4,13,31,0,-25,2,9,-21,-8,-53,-1,0,-1,2,-2,-23,-21,-2,"LAR","SEA",0,0,0,0,0,-1,-88,-3,-9,2,1,-26,-1,-80,-38,-1,"SEA","LAR",-1,-5,"False","dome","matrixturf",-14,-28,-10,0,"LAR",9,"2020-11-15",FALSE,18
"179","DAL",0,-2,63,1,1,-2,-25,17,8,-4,11,0,0,-1,0,63,1,49,-1,1,-5,-8,-3,-5,"DAL","PIT",0,0,0,0,0,0,35,-1,3,3,-15,26,3,44,-68,-2,"PIT","DAL",15,-4,"False","retractable roof (closed)","fieldturf",23,-21,-17,-4,"PIT",1,"2020-11-08",FALSE,9
"180","SFO",-7,-6,-31,-1,0,-2,-14,-5,-97,-5,3,-1,-6,-6,-7,-31,-1,-30,1,-1,-4,-13,-9,-4,"SFO","GNB",0,0,0,0,0,1,-67,1,-16,2,8,-5,0,-70,83,1,"GNB","SFO",7,-20,"False","outdoors","grass",23,25,1,-5,"GNB",-6,"2020-11-05",TRUE,-7
"181","SFO",2,4,-44,0,1,1,6,-20,22,8,-6,-1,5,5,2,-44,0,14,0,1,7,13,6,7,"SFO","NOR",0,0,0,0,0,-1,40,2,10,0,-18,12,0,41,-76,-2,"SFO","NOR",-21,10,"False","dome","astroturf",-6,-38,-5,-3,"NOR",2,"2020-11-15",TRUE,3
"182","SEA",-6,-4,-142,-2,0,1,0,-16,-37,5,56,-1,2,-5,-6,-142,-2,-55,-1,6,-1,2,3,-1,"SEA","LAR",0,0,0,-1,0,-1,-13,2,-5,-1,53,3,0,-33,-2,1,"SEA","LAR",-18,-21,"False","dome","matrixturf",3,4,-4,0,"LAR",0,"2020-11-15",FALSE,3
"183","IND",4,-5,81,1,-1,1,11,19,3,8,21,1,7,-4,4,81,1,32,-1,0,8,4,-4,8,"IND","TEN",0,0,0,1,0,1,-78,-8,-6,-4,-6,27,1,-82,36,0,"IND","TEN",10,7,"False","outdoors","grass",-16,1,6,0,"IND",2,"2020-11-12",FALSE,31
"184","DET",-7,-12,-29,1,-3,-1,-4,7,-23,-6,-24,0,-13,-12,-7,-29,1,13,0,-1,-5,-19,-14,-5,"DET","WAS",0,0,0,0,0,0,-55,-1,3,3,-53,29,-1,-59,-21,-2,"WAS","DET",7,-4,"False","dome","fieldturf",0,0,0,1,"DET",-6,"2020-11-15",FALSE,17
"185","TAM",6,1,132,3,-3,-2,-16,22,84,32,202,2,104,1,6,132,3,54,1,1,31,31,0,31,"TAM","CAR",0,0,0,1,1,0,-41,1,2,-1,60,142,0,-51,88,-1,"TAM","CAR",8,20,"False","outdoors","grass",-12,14,-2,-3,"TAM",-2,"2020-11-15",FALSE,58
"186","TEN",8,5,119,1,1,1,6,36,116,2,16,0,5,5,8,119,1,35,0,0,2,8,6,2,"TEN","BAL",1,0,0,0,0,1,3,0,15,0,8,8,-2,4,63,0,"TEN","BAL",-4,7,"True","outdoors","grass",-3,21,0,-5,"BAL",1,"2020-11-22",FALSE,23
"187","CAR",4,7,110,-1,1,-2,-26,-3,-37,18,51,0,16,7,4,110,-1,21,0,-3,21,23,2,21,"CAR","DET",0,0,0,0,0,1,40,1,4,0,23,28,0,39,44,2,"DET","CAR",-46,-3,"False","outdoors","grass",0,-23,-8,3,"DET",-2,"2020-11-22",FALSE,43
"188","SFO",0,-4,5,-1,-1,0,4,6,-31,8,63,1,25,-5,0,5,-1,-13,1,-1,9,4,-5,9,"SFO","LAR",0,0,0,0,0,1,-92,-5,-13,-1,52,11,0,-93,54,3,"SFO","LAR",10,-7,"False","dome","matrixturf",0,0,0,4,"LAR",-5,"2020-11-29",FALSE,17
"189","PHI",0,-2,27,2,2,2,8,10,3,2,-50,-2,-45,-2,0,27,2,20,1,-1,3,2,-1,3,"PHI","CLE",-1,0,0,0,0,0,-94,-3,-8,2,-40,-10,-3,-80,26,-3,"PHI","CLE",0,-5,"False","outdoors","grass",-18,28,-10,3,"CLE",-1,"2020-11-22",FALSE,5
"190","CIN",4,4,20,0,1,0,3,-15,14,-3,-69,0,-27,6,4,20,0,-16,0,2,-5,1,6,-5,"CIN","WAS",0,0,0,0,0,-1,78,-1,7,0,-51,-18,0,79,-18,0,"CIN","WAS",-1,-16,"False","outdoors","grass",5,-19,-14,4,"WAS",2,"2020-11-22",TRUE,15
"191","DEN",-5,-17,13,-1,-3,-2,-10,34,38,14,123,2,30,-15,-5,13,-1,19,0,1,13,-5,-18,13,"DEN","MIA",0,0,0,0,0,1,-68,-3,0,-4,121,2,-6,-64,76,-6,"MIA","DEN",1,-17,"False","outdoors","grass",-27,-26,7,-1,"MIA",-4,"2020-11-22",FALSE,32
