"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","is_blownout","score_diff"
"271","PIT",-12,-18,-86,0,-1,-2,-9,16,8,1,17,1,-14,-19,-12,-86,0,-7,1,-1,2,-19,-21,2,"PIT","GNB",0,0,0,-1,0,-1,-20,-1,2,-1,9,8,0,-27,-80,-7,"PIT","GNB",-7,17,"False","outdoors","grass ",0,45,-5,-3,"GNB",1,"2021-10-03",TRUE,4
"272","TAM",-19,-12,-163,-1,0,-2,-13,-4,-33,17,85,-1,16,-11,-19,-163,-1,-57,0,-1,18,3,-15,18,"TAM","NWE",0,0,0,-1,0,-1,77,4,-7,-4,47,38,5,74,-129,3,"TAM","NWE",-5,-17,"False","outdoors","fieldturf ",-10,39,4,-6,"TAM",-6,"2021-10-03",FALSE,12
"273","PHI",7,9,61,0,-2,1,6,-4,19,7,39,1,7,6,7,61,0,-59,0,-3,10,17,7,10,"PHI","KAN",0,0,0,0,0,1,52,4,8,1,6,33,6,64,-24,1,"KAN","PHI",21,-11,"False","outdoors","grass ",1,24,8,-4,"KAN",3,"2021-10-03",TRUE,8
"274","HOU",10,8,225,3,-4,0,-7,51,118,6,19,0,-5,7,10,225,3,131,0,-1,7,14,7,7,"HOU","NWE",0,0,0,1,0,1,71,2,7,-1,12,7,-1,62,126,1,"NWE","HOU",25,-18,"False","retractable roof (closed)","astroturf",5,-48,-12,9,"NWE",-8,"2021-10-10",FALSE,37
"275","DET",-3,-3,-96,-2,1,0,-15,-12,-41,-1,18,1,2,-6,-3,-96,-2,-42,-1,-1,0,-4,-4,0,"DET","MIN",2,0,0,0,0,0,-99,-2,2,8,16,2,-3,-96,6,0,"DET","MIN",3,-5,"False","dome","sportturf",0,-34,-4,-7,"MIN",8,"2021-10-10",FALSE,8
"276","DEN",5,1,110,1,0,-3,-10,-12,-36,1,0,0,21,-2,5,110,1,4,0,0,1,-1,-2,1,"DEN","PIT",0,0,0,0,0,1,-29,-9,-6,-5,29,-29,-8,-54,-26,1,"DEN","PIT",-4,20,"False","outdoors","grass ",-6,47,-2,0,"DEN",-5,"2021-10-10",FALSE,8
"277","PIT",-11,-15,21,1,-1,-1,-3,14,42,19,85,0,23,-14,-11,21,1,26,0,0,19,3,-16,19,"PIT","DEN",0,0,0,0,1,1,-101,-3,-1,0,57,28,2,-94,39,1,"DEN","PIT",2,0,"False","outdoors","grass ",4,-26,5,5,"DEN",-5,"2021-10-10",FALSE,18
"278","MIA",7,9,76,0,1,0,-18,-8,-12,-7,4,0,9,9,7,76,0,49,-1,-2,-5,2,7,-5,"MIA","TAM",0,0,0,0,0,0,20,2,11,-2,-1,5,0,19,100,2,"MIA","TAM",-10,28,"False","outdoors","grass ",-1,2,-9,-8,"TAM",6,"2021-10-10",TRUE,-18
"279","PHI",-10,-11,-189,-2,1,-1,-13,16,-43,3,-12,1,2,-10,-10,-189,-2,-26,1,-3,6,-9,-15,6,"PHI","CAR",2,0,0,-1,0,-1,-38,-3,-10,-8,17,-29,-6,-102,-111,3,"PHI","CAR",-21,-12,"False","outdoors","grass ",3,-9,5,4,"CAR",-8,"2021-10-10",FALSE,15
"280","LAR",-1,-4,85,-1,0,1,7,33,8,6,-3,2,11,-6,-1,85,-1,59,-1,-2,8,3,-5,8,"LAR","SEA",0,0,0,1,0,1,115,-4,2,0,-27,24,2,89,10,0,"LAR","SEA",-11,-3,"False","outdoors","fieldturf ",-16,8,8,2,"LAR",5,"2021-10-07",FALSE,26
"281","LVR",1,1,10,-2,0,-1,-13,-22,-17,4,23,1,13,3,1,10,-2,-9,0,-1,5,4,-1,5,"LVR","CHI",0,0,0,0,0,0,25,5,-2,-4,41,-18,-1,28,45,-1,"CHI","LVR",6,-19,"False","dome","grass",0,0,0,-2,"LVR",-7,"2021-10-10",TRUE,3
"282","NYG",8,12,-52,-1,1,4,41,-56,-129,-7,-13,0,-16,11,8,-52,-1,-7,1,0,-7,9,16,-7,"NYG","LAR",2,0,0,0,0,-1,-44,2,4,-2,-19,6,-2,-87,-19,2,"LAR","NYG",18,-33,"False","outdoors","fieldturf ",-11,11,13,-2,"LAR",-4,"2021-10-17",TRUE,-3
"283","JAX",2,8,46,0,-1,0,-10,-29,1,-12,-114,-1,-45,7,2,46,0,-31,0,-2,-10,-4,6,-10,"JAX","MIA",0,0,0,1,-1,1,48,7,6,-2,-111,-3,-5,38,-4,2,"MIA","JAX",-17,4,"False","outdoors","grass",-15,1,0,1,"MIA",-1,"2021-10-17",FALSE,21
"284","KAN",-1,-7,125,0,0,1,7,23,20,5,-11,2,-18,-4,-1,125,0,69,-1,-4,9,-1,-10,9,"KAN","WAS",0,0,0,1,0,0,-13,-1,7,-1,-12,1,0,34,29,-1,"KAN","WAS",-7,-7,"False","outdoors","grass ",-14,-13,13,-5,"KAN",-2,"2021-10-17",FALSE,36
"285","LVR",-4,-8,135,2,-1,-1,-17,22,67,1,15,1,-4,-10,-4,135,2,123,0,-1,2,-8,-10,2,"LVR","DEN",0,0,0,1,0,0,1,-4,4,4,-9,24,1,-18,19,0,"LVR","DEN",14,15,"False","outdoors","grass ",4,-35,8,1,"DEN",-2,"2021-10-17",FALSE,21
"286","MIA",7,9,79,0,0,-3,-13,23,118,11,38,0,7,8,7,79,0,-19,-1,3,8,17,9,8,"MIA","JAX",0,0,0,1,0,1,155,2,-3,-4,19,19,-2,156,-49,-2,"MIA","JAX",3,-22,"False","outdoors","grass",-21,13,4,7,"MIA",-1,"2021-10-17",FALSE,25
"287","WAS",4,-2,-66,1,-1,-2,-6,12,23,-14,-37,-2,-30,-2,4,-66,1,-25,1,-5,-9,-18,-9,-9,"WAS","KAN",0,0,0,0,0,0,-123,0,7,-2,-30,-7,-1,-122,25,1,"KAN","WAS",-2,-9,"False","outdoors","grass ",-8,-39,1,-5,"KAN",11,"2021-10-17",TRUE,-7
"288","CHI",6,5,10,-1,2,0,-21,1,-31,3,3,-1,8,6,6,10,-1,37,2,2,1,8,7,1,"CHI","TAM",0,0,0,0,1,0,-121,-4,11,0,1,2,1,-69,60,3,"CHI","TAM",-21,24,"False","outdoors","grass ",24,26,1,-5,"TAM",3,"2021-10-24",TRUE,-25
"289","CLE",1,2,-41,-1,-1,-4,-18,-29,-54,14,109,1,29,1,1,-41,-1,8,-2,-1,15,12,-3,15,"CLE","DEN",0,0,0,0,1,-1,-19,2,3,-7,30,79,0,-19,54,0,"DEN","CLE",-23,3,"False","outdoors","grass ",1,14,4,2,"CLE",-7,"2021-10-21",FALSE,26
"290","HOU",-6,-11,-108,0,-2,0,3,2,17,-14,-82,0,-47,-11,-6,-108,0,-22,0,-1,-13,-25,-12,-13,"HOU","ARI",0,0,0,0,0,0,-115,-5,0,-3,-59,-23,0,-119,-55,1,"HOU","ARI",2,0,"False","retractable roof (closed)","grass ",0,0,0,-8,"ARI",4,"2021-10-24",TRUE,2
"291","DEN",-12,-16,-147,-1,-2,-3,-20,5,7,-9,-71,0,-31,-16,-12,-147,-1,-33,-1,-2,-7,-28,-21,-7,"DEN","CLE",0,0,0,-1,0,0,-317,-3,-1,-2,-56,-15,-3,-311,-19,0,"DEN","CLE",-20,-7,"False","outdoors","grass ",-17,59,19,3,"CLE",-2,"2021-10-21",FALSE,7
"292","DET",-5,-5,83,1,1,1,-3,47,121,10,101,-1,44,-7,-5,83,1,60,0,0,10,6,-4,10,"DET","LAR",-2,0,0,0,0,1,-127,0,7,-2,61,40,2,-109,106,-1,"DET","LAR",-15,17,"False","dome","matrixturf",0,0,0,-13,"LAR",3,"2021-10-24",FALSE,14
"293","NYG",-5,-17,-23,1,-3,-2,-21,26,170,13,43,0,20,-15,-5,-23,1,32,-1,-1,14,-6,-20,14,"NYG","CAR",-2,0,0,0,0,0,-124,-6,-4,-2,33,10,1,-91,0,-2,"CAR","NYG",-35,14,"False","outdoors","fieldturf ",-4,-5,-13,6,"CAR",-6,"2021-10-24",FALSE,49
"294","LAC",-4,-4,28,1,1,1,4,15,-1,8,137,1,98,-5,-4,28,1,8,0,0,8,5,-3,8,"LAC","NWE",0,0,0,0,0,0,69,0,-4,3,110,27,1,53,-17,0,"NWE","LAC",21,-10,"False","dome","matrixturf",9,-1,-15,-2,"LAC",-2,"2021-10-31",FALSE,25
"295","WAS",1,-2,86,0,0,4,33,1,16,10,101,0,48,-3,1,86,0,23,0,6,4,12,8,4,"WAS","GNB",0,0,0,0,0,1,-28,-2,-10,1,101,0,-1,-29,9,-2,"WAS","GNB",-21,11,"False","outdoors","grass ",-13,17,-2,-1,"GNB",-6,"2021-10-24",TRUE,4
"296","HOU",6,7,175,2,1,3,14,23,66,-1,2,1,6,5,6,175,2,94,-1,0,-1,9,10,-1,"HOU","LAR",1,0,0,1,0,0,99,1,4,2,-17,19,-1,77,60,-2,"LAR","HOU",33,-9,"False","retractable roof (closed)","astroturf",0,0,0,2,"LAR",-1,"2021-10-31",TRUE,10
"297","WAS",-1,2,2,0,1,1,7,-13,-17,-5,-83,0,-28,1,-1,2,0,52,-1,-5,0,-2,-2,0,"WAS","DEN",0,0,0,0,0,-1,38,2,13,-2,-91,8,1,-5,43,2,"WAS","DEN",0,-7,"False","outdoors","grass ",-8,14,-7,5,"DEN",-3,"2021-10-31",FALSE,7
"298","NYJ",13,7,169,2,0,0,-8,-2,31,10,35,0,4,8,13,169,2,38,0,0,10,17,7,10,"NYJ","CIN",2,0,0,1,0,0,-89,-4,0,1,28,7,-1,-91,144,1,"CIN","NYJ",18,-20,"False","outdoors","fieldturf ",11,23,11,-4,"CIN",1,"2021-10-31",FALSE,44
"299","CAR",-6,-14,-16,0,-1,-6,-28,-17,12,30,147,1,13,-14,-6,-16,0,15,1,3,27,10,-17,27,"CAR","ATL",0,0,0,0,0,0,-174,-7,1,0,74,73,0,-169,-20,-2,"CAR","ATL",16,-12,"False","retractable roof (open)","fieldturf",15,-6,0,0,"ATL",5,"2021-10-31",FALSE,28
"300","KAN",-2,-3,-13,1,0,-2,-17,-18,-69,14,30,1,-18,-5,-2,-13,1,-21,-1,-4,18,9,-9,18,"KAN","NYG",0,0,0,0,0,0,-42,-2,-2,-3,8,22,0,-41,92,-1,"NYG","KAN",14,-7,"False","outdoors","grass ",-35,41,-10,-6,"KAN",-5,"2021-11-01",FALSE,27
"301","PHI",-7,-18,-122,-2,0,-2,-13,1,81,14,101,3,32,-15,-7,-122,-2,-47,-2,-1,15,-6,-21,15,"PHI","DET",-2,0,0,0,0,0,-267,-1,0,-2,53,48,6,-198,-11,-1,"PHI","DET",22,-27,"False","dome","fieldturf ",0,0,0,0,"PHI",0,"2021-10-31",FALSE,49
"302","BAL",7,-1,-30,2,2,-2,-5,-29,-54,21,132,0,6,0,7,-30,2,-63,0,6,15,18,3,15,"BAL","MIN",0,0,0,0,1,1,-266,-6,3,-8,67,65,2,-258,44,-1,"MIN","BAL",-10,17,"True","outdoors","grass",-5,-23,2,0,"BAL",5,"2021-11-07",FALSE,27
"303","SFO",1,1,141,-1,-2,-2,-12,54,40,2,34,2,21,0,1,141,-1,67,-2,0,2,1,-1,2,"SFO","CHI",2,0,0,1,0,0,11,-1,5,4,-14,48,-2,11,114,0,"SFO","CHI",3,4,"False","outdoors","grass ",-11,-21,-4,0,"SFO",-3,"2021-10-31",FALSE,23
"304","CHI",-3,-5,-9,1,-2,0,11,0,40,7,33,1,-2,-4,-3,-9,1,-24,-2,1,6,2,-4,6,"CHI","SFO",0,0,0,0,0,0,75,4,-3,0,8,25,4,86,-52,-5,"SFO","CHI",30,-16,"False","outdoors","grass ",-30,-2,5,7,"SFO",-8,"2021-10-31",TRUE,24
"305","MIA",5,4,39,1,1,2,18,-19,6,2,-21,0,-10,4,5,39,1,-14,2,-1,3,8,5,3,"MIA","HOU",-2,0,0,0,0,0,117,-3,2,-9,-4,-17,-1,116,-15,1,"HOU","MIA",-2,-9,"False","outdoors","grass ",18,-25,10,9,"MIA",-3,"2021-11-07",FALSE,23
"306","CHI",-2,2,116,0,0,-1,-14,28,5,-10,-40,0,5,2,-2,116,0,84,0,-3,-7,-9,-2,-7,"CHI","PIT",0,0,0,0,-1,0,161,0,-3,-2,15,-55,-6,160,-11,1,"CHI","PIT",-6,7,"False","outdoors","grass ",2,-12,-5,-2,"PIT",-1,"2021-11-08",FALSE,9
"307","DET",-11,-9,-108,0,0,-2,-14,-4,-23,21,172,1,63,-8,-11,-108,0,-35,-1,0,21,10,-11,21,"DET","PIT",0,0,0,0,1,0,-65,1,-3,-10,54,118,3,-65,-43,1,"DET","PIT",-28,10,"True","outdoors","grass ",-35,27,12,-3,"PIT",-7,"2021-11-14",FALSE,38
"308","HOU",-5,5,-70,-2,2,0,10,-6,-63,4,29,-1,6,4,-5,-70,-2,-51,1,3,1,9,8,1,"HOU","MIA",-1,0,0,-1,0,0,100,4,9,7,28,1,1,60,16,2,"HOU","MIA",-29,-5,"False","outdoors","grass ",0,12,19,11,"MIA",0,"2021-11-07",FALSE,8
"309","JAX",-15,-26,-87,-1,-1,1,1,34,119,8,-3,0,-16,-25,-15,-87,-1,-2,1,-2,10,-17,-27,10,"JAX","BUF",0,0,0,0,0,0,-65,-4,-10,-1,15,-18,-2,-66,-86,-1,"BUF","JAX",-1,-22,"False","outdoors","grass ",5,30,8,-11,"BUF",4,"2021-11-07",FALSE,27
"310","NYJ",-7,-5,-114,-3,3,-1,-12,1,-33,1,-18,1,-11,-6,-7,-114,-3,-33,0,-3,4,-5,-9,4,"NYJ","BUF",0,0,0,-1,0,0,-111,0,11,-1,-29,11,0,-112,-15,-1,"BUF","NYJ",15,-28,"False","outdoors","fieldturf ",-25,11,4,-3,"BUF",1,"2021-11-14",TRUE,-13
"311","CAR",9,0,3,1,-2,-1,-10,-8,165,14,88,2,32,3,9,3,1,-36,1,-2,16,13,-3,16,"CAR","ARI",1,0,0,0,0,0,-59,-2,5,-8,43,45,2,-36,-2,0,"CAR","ARI",10,4,"False","retractable roof (closed)","grass ",11,10,-16,-7,"ARI",2,"2021-11-14",FALSE,42
"312","CIN",-9,-13,-140,1,-2,-2,-6,-9,-33,15,74,0,21,-13,-9,-140,1,-44,0,3,12,0,-12,12,"CIN","LVR",0,0,0,0,1,0,-160,0,-5,0,70,4,6,-159,-79,-4,"CIN","LVR",-9,-3,"False","dome","grass",16,-2,0,1,"CIN",3,"2021-11-21",FALSE,44
"313","DAL",9,-4,85,0,-1,-2,-20,18,228,21,36,3,16,-6,9,85,0,5,1,-1,22,15,-7,22,"DAL","ATL",-1,0,0,0,0,0,-267,-6,-1,-6,13,23,3,-290,78,-2,"ATL","DAL",-27,27,"False","retractable roof (closed)","matrixturf",0,0,0,2,"DAL",7,"2021-11-14",FALSE,54
"314","LAR",-4,-6,-49,0,0,-3,-22,9,75,-11,-42,0,-21,-5,-4,-49,0,22,0,-2,-9,-20,-11,-9,"LAR","SFO",0,0,0,0,0,1,92,-1,-1,-2,-13,-29,0,89,-58,3,"LAR","SFO",-18,15,"False","outdoors","grass",-13,43,0,3,"LAR",-3,"2021-11-15",TRUE,-9
"315","SFO",-13,-21,-144,0,-1,-4,-25,8,41,33,117,1,17,-20,-13,-144,0,-27,-2,-1,34,8,-26,34,"SFO","LAR",0,0,0,-1,0,-1,-230,-5,-3,-4,72,45,1,-222,-39,-1,"LAR","SFO",-21,14,"False","outdoors","grass",2,14,-8,-1,"LAR",4,"2021-11-15",FALSE,35
"316","BAL",0,-7,-19,-1,0,2,15,-1,3,11,29,1,-4,-5,0,-19,-1,10,-1,0,11,6,-5,11,"BAL","CHI",0,0,0,0,0,0,-116,-2,0,-1,28,1,-2,-117,-10,-1,"BAL","CHI",6,-9,"False","outdoors","grass ",-31,-14,5,2,"BAL",-3,"2021-11-21",FALSE,15
"317","ARI",18,15,185,2,-1,-2,-29,-7,-11,13,30,0,0,15,18,185,2,52,-1,0,13,26,13,13,"ARI","SEA",0,0,0,1,0,0,-32,-6,10,0,17,13,0,-31,96,4,"ARI","SEA",-11,3,"False","outdoors","fieldturf ",-26,31,0,8,"SEA",4,"2021-11-21",FALSE,34
"318","ATL",10,5,27,0,1,2,13,-11,33,-8,-63,0,-28,4,10,27,0,7,0,0,-8,-1,7,-8,"ATL","NWE",0,0,0,0,0,0,-53,2,0,-1,-53,-10,-1,-63,15,-4,"NWE","ATL",22,-43,"False","retractable roof (closed)","fieldturf",0,0,0,1,"NWE",-8,"2021-11-18",TRUE,15
"319","DEN",-7,-11,-71,1,1,0,-14,-10,48,15,51,1,1,-11,-7,-71,1,-24,-1,1,14,4,-10,14,"DEN","LAC",0,0,0,0,0,0,-62,-4,3,0,60,-9,2,-77,-22,-2,"LAC","DEN",-17,15,"False","outdoors","grass ",5,-5,-19,-1,"LAC",1,"2021-11-28",FALSE,32
"320","SEA",-6,-14,46,0,-2,1,-1,20,41,3,11,1,26,-13,-6,46,0,15,0,-5,8,-10,-18,8,"SEA","ARI",0,0,0,0,0,1,-184,-5,5,0,3,8,1,-181,-22,1,"ARI","SEA",23,-4,"False","outdoors","fieldturf ",11,-2,-11,1,"SEA",-2,"2021-11-21",TRUE,7
"321","CLE",-4,-4,22,0,1,-4,-25,6,-89,16,85,1,29,-3,-4,22,0,37,0,2,14,8,-6,14,"CLE","DET",0,0,0,0,1,0,43,3,1,0,47,38,3,43,-36,-1,"DET","CLE",3,-32,"False","outdoors","grass ",-6,30,1,-10,"CLE",-3,"2021-11-21",FALSE,41
"322","NYJ",-3,-8,-7,1,-4,1,11,9,-90,-4,32,-1,41,-11,-3,-7,1,0,0,1,-5,-11,-6,-5,"NYJ","MIA",0,0,0,0,0,1,-24,-3,9,2,-10,42,1,-60,1,-1,"MIA","NYJ",-21,0,"False","outdoors","fieldturf ",5,-12,0,10,"MIA",-3,"2021-11-21",FALSE,21
"323","LVR",-6,-8,-46,-1,0,0,-3,-7,-9,4,22,0,11,-9,-6,-46,-1,-59,0,-3,7,-4,-11,7,"LVR","CIN",0,0,0,0,0,1,-24,2,-1,1,4,18,4,-44,-41,1,"CIN","LVR",-9,-1,"False","dome","grass",0,0,0,1,"CIN",-2,"2021-11-21",TRUE,8
"324","TAM",9,14,98,0,-1,1,10,3,99,14,41,1,28,14,9,98,0,20,0,1,13,29,16,13,"TAM","NYG",0,0,0,1,0,0,124,4,-3,0,21,20,0,126,20,-1,"NYG","TAM",-9,1,"False","outdoors","grass ",21,21,-2,-2,"TAM",-1,"2021-11-22",FALSE,30
"325","LAR",-6,-3,57,2,-1,0,-2,44,-10,10,16,0,-6,-3,-6,57,2,64,1,0,10,7,-3,10,"LAR","GNB",2,0,0,1,0,-1,97,-2,-2,5,-4,20,0,97,13,-1,"LAR","GNB",18,5,"False","outdoors","grass ",-22,-42,14,2,"LAR",-3,"2021-11-28",FALSE,13
"326","ATL",-1,-3,32,1,-3,-3,-26,-4,27,13,109,2,40,-3,-1,32,1,20,0,1,12,7,-5,12,"ATL","JAX",0,0,0,0,1,0,-79,-4,8,-1,79,30,0,-76,62,1,"ATL","JAX",-4,14,"False","outdoors","grass ",-11,-4,4,5,"ATL",-2,"2021-11-28",FALSE,32
"327","BUF",-1,-12,32,2,-1,1,4,-11,15,19,22,0,-16,-13,-1,32,2,22,0,3,16,8,-8,16,"BUF","NOR",-1,0,0,0,0,0,-112,-5,-1,3,-35,57,4,-105,8,-5,"BUF","NOR",-10,-9,"False","dome","sportturf",23,-3,-12,1,"BUF",-4,"2021-11-25",FALSE,51
"328","JAX",7,17,70,1,1,-2,0,4,-13,12,87,-1,11,17,7,70,1,65,-1,-1,13,27,14,13,"JAX","ATL",2,0,0,0,0,0,247,8,7,2,73,14,1,228,15,0,"ATL","JAX",-9,4,"False","outdoors","grass ",-7,-43,-13,4,"ATL",0,"2021-11-28",FALSE,13
"329","DAL",4,4,159,2,-2,-4,-20,32,49,4,-18,1,-16,5,4,159,2,67,-1,1,3,4,1,3,"DAL","LVR",2,1,0,1,0,2,22,7,-7,-4,-23,5,0,19,12,-1,"LVR","DAL",27,14,"True","retractable roof (closed)","matrixturf",15,14,-17,-5,"DAL",-5,"2021-11-25",FALSE,7
"330","NOR",-5,-10,-51,-2,-1,2,17,-2,37,3,-65,-1,-29,-8,-5,-51,-2,-15,-1,0,3,-5,-8,3,"NOR","BUF",0,0,0,0,0,0,-95,2,-1,-4,-24,-41,1,-84,22,0,"BUF","NOR",2,-34,"False","dome","sportturf",21,-18,-4,-4,"BUF",3,"2021-11-25",TRUE,-14
"331","LVR",5,12,158,0,-1,1,-2,25,11,17,71,2,19,13,5,158,0,115,-1,1,16,30,14,16,"LVR","DAL",0,0,0,1,0,1,144,5,3,-2,39,32,-3,161,136,1,"LVR","DAL",4,20,"True","retractable roof (closed)","matrixturf",0,0,0,-6,"DAL",1,"2021-11-25",FALSE,22
"332","SEA",6,5,40,2,0,-2,-13,7,30,-7,-52,-1,-28,6,6,40,2,58,1,1,-8,-4,4,-8,"SEA","WAS",0,0,0,0,0,-1,-3,5,-2,2,-27,-25,-2,6,26,-4,"SEA","WAS",-8,4,"False","outdoors","grass ",-5,-25,9,2,"",0,"2021-11-29",FALSE,8
"333","NYG",-4,-9,35,0,-2,-1,-10,-8,-3,14,4,0,-1,-8,-4,35,0,20,-1,2,12,4,-8,12,"NYG","PHI",0,0,0,0,0,0,-79,-5,-8,-6,12,-8,0,-90,42,1,"PHI","NYG",-3,-17,"False","outdoors","fieldturf ",-29,11,-2,8,"PHI",-5,"2021-11-28",FALSE,26
"334","NOR",2,11,101,1,3,0,-5,46,-67,1,109,0,24,13,2,101,1,96,0,3,-2,12,14,-2,"NOR","DAL",0,0,0,0,1,0,105,4,4,6,106,3,-1,105,81,2,"DAL","NOR",-4,11,"False","dome","sportturf",0,0,0,1,"DAL",2,"2021-12-02",TRUE,15
"335","PIT",-3,-10,-27,1,-2,-2,-13,-1,46,10,34,0,-3,-9,-3,-27,1,0,-1,0,10,-2,-12,10,"PIT","BAL",2,0,0,0,0,1,-36,-4,8,3,-12,46,2,-50,56,-1,"BAL","PIT",9,-21,"False","outdoors","grass ",7,-21,-5,-1,"BAL",0,"2021-12-05",FALSE,32
"336","LAC",-2,-9,14,1,-1,1,15,13,38,5,7,1,3,-9,-2,14,1,-6,2,-3,8,-3,-11,8,"LAC","CIN",2,0,0,0,0,1,89,1,2,0,-15,22,-2,89,-40,-4,"LAC","CIN",28,-6,"False","outdoors","fieldturf ",-14,29,11,0,"CIN",2,"2021-12-05",FALSE,34
"337","CAR",11,4,74,1,-1,-4,-35,-46,87,8,27,1,-8,4,11,74,1,-44,1,3,5,8,3,5,"CAR","ATL",0,0,0,0,0,-1,-14,-5,3,-4,-5,32,0,-15,50,-2,"ATL","CAR",19,-12,"False","outdoors","grass ",-26,-19,5,0,"CAR",-1,"2021-12-12",FALSE,15
"338","TEN",9,10,98,-1,-1,2,22,0,21,-5,-168,1,-72,9,9,98,-1,26,-3,0,-5,7,12,-5,"TEN","JAX",0,0,0,0,-2,0,19,6,2,5,-72,-96,-4,9,85,2,"JAX","TEN",-13,-16,"False","outdoors","grass ",12,-3,-6,-1,"TEN",0,"2021-12-12",FALSE,43
"339","NOR",-4,-20,-89,-2,-4,1,22,-44,52,18,50,3,20,-20,-4,-89,-2,-76,0,-1,19,-1,-20,19,"NOR","NYJ",0,0,0,0,0,0,-191,-7,-5,-9,70,-20,2,-192,-53,-2,"NOR","NYJ",3,-8,"False","outdoors","fieldturf ",-26,-15,13,0,"NOR",-4,"2021-12-12",FALSE,31
"340","ATL",-11,-13,-107,1,0,-5,-38,6,5,13,7,0,-28,-13,-11,-107,1,-14,0,-1,14,-5,-19,14,"ATL","CAR",0,0,0,0,0,-1,-51,0,-11,3,2,5,-1,-49,-52,0,"ATL","CAR",-1,4,"False","outdoors","grass ",-24,-8,9,8,"CAR",-9,"2021-12-12",FALSE,21
"341","CHI",-8,-8,-5,0,-2,-1,2,20,16,-4,25,-1,19,-8,-8,-5,0,43,1,7,-11,-13,-2,-11,"CHI","GNB",-2,1,0,0,0,0,27,-2,-15,-2,29,-4,-1,25,23,-1,"CHI","GNB",-3,23,"False","outdoors","grass ",2,-21,0,-4,"GNB",1,"2021-12-12",TRUE,-4
