"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","is_blownout","score_diff"
"677","MIN",27,39,249,2,1,3,1,25,92,41,201,1,52,38,27,249,2,108,1,0,41,83,42,41,"MIN","SEA",0,0,0,0,1,0,271,5,11,5,60,141,4,265,96,1,"MIN","SEA",26,27,"False","outdoors","fieldturf",54,90,10,-6,"SEA",54,"2020-10-11",FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"678","SEA",20,32,217,3,1,4,27,39,100,16,124,1,54,30,20,217,3,120,0,5,11,52,41,11,"SEA","MIN",0,0,0,0,0,0,391,7,14,4,71,53,1,343,74,2,"MIN","SEA",26,27,"False","outdoors","fieldturf",54,90,10,-6,"SEA",54,"2020-10-11",FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"679","SFO",16,35,171,1,2,5,43,39,99,19,131,1,56,35,16,171,1,86,1,0,19,59,40,19,"SFO","MIA",0,0,0,0,0,0,316,11,16,1,84,47,2,316,93,2,"MIA","SFO",43,17,"False","outdoors","grass",72,45,0,-8,"SFO",50,"2020-10-11",TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26
"680","MIA",22,28,350,3,0,2,8,70,154,33,94,1,42,27,22,350,3,221,0,1,32,63,31,32,"MIA","SFO",0,0,0,1,0,1,268,3,13,2,57,37,0,257,141,2,"MIA","SFO",43,17,"False","outdoors","grass",72,45,0,-8,"SFO",50,"2020-10-11",FALSE,26,FALSE,26,FALSE,26,FALSE,26,FALSE,26,FALSE,26
"681","WAS",18,30,111,0,0,8,41,30,142,14,38,1,17,28,18,111,0,57,0,2,12,52,40,12,"WAS","LAR",0,0,0,0,0,0,139,4,13,5,23,15,1,121,102,1,"LAR","WAS",30,10,"False","outdoors","grass",69,82,2,-7,"LAR",45,"2020-10-11",TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20
"682","LAR",21,30,309,2,1,1,9,56,111,35,129,2,67,29,21,309,2,189,0,1,34,66,32,34,"LAR","WAS",0,0,0,1,0,0,188,3,5,2,71,58,3,183,192,1,"LAR","WAS",30,10,"False","outdoors","grass",69,82,2,-7,"LAR",45,"2020-10-11",FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20
"683","NOR",33,48,325,1,1,2,12,41,127,25,95,2,30,47,33,325,1,127,0,0,25,75,50,25,"NOR","LAC",0,0,0,1,0,1,327,7,9,0,70,25,0,326,100,4,"LAC","NOR",27,30,"True","dome","astroturf",72,45,0,-7,"NOR",49,"2020-10-12",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"684","LAC",20,34,264,4,0,3,25,64,122,32,111,0,53,32,20,264,4,177,0,1,31,69,38,31,"LAC","NOR",0,0,0,0,0,1,384,9,6,2,73,38,2,384,98,3,"LAC","NOR",27,30,"True","dome","astroturf",72,45,0,-7,"NOR",49,"2020-10-12",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"685","BUF",29,46,285,2,2,1,10,33,148,22,95,0,47,45,29,285,2,118,1,2,20,69,49,20,"BUF","TEN",0,0,0,0,0,1,406,5,5,0,39,56,0,383,69,5,"BUF","TEN",16,42,"False","outdoors","grass",73,32,3,-3,"BUF",52,"2020-10-13",TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26
"686","TEN",21,28,195,3,0,0,0,20,129,34,139,3,51,28,21,195,3,90,0,3,31,62,31,31,"TEN","BUF",0,0,0,0,0,0,181,3,15,0,96,43,1,181,69,1,"BUF","TEN",16,42,"False","outdoors","grass",73,32,3,-3,"BUF",52,"2020-10-13",FALSE,26,FALSE,26,FALSE,26,FALSE,26,FALSE,26,FALSE,26
"687","CHI",23,39,198,1,1,0,0,23,70,25,63,1,20,36,23,198,1,87,0,1,24,64,40,24,"CHI","CAR",0,0,0,0,0,0,240,5,9,2,23,40,2,205,88,2,"CHI","CAR",23,16,"False","outdoors","grass",63,44,6,-2,"CAR",45,"2020-10-18",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"688","CAR",16,29,216,0,2,4,25,39,50,29,112,1,33,27,16,216,0,126,1,7,22,62,40,22,"CAR","CHI",0,0,0,0,0,0,260,4,4,5,79,33,2,245,75,4,"CHI","CAR",23,16,"False","outdoors","grass",63,44,6,-2,"CAR",45,"2020-10-18",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"689","CIN",25,39,313,0,1,2,13,67,78,32,98,3,47,39,25,313,0,134,0,1,31,73,42,31,"CIN","IND",0,0,0,1,0,1,344,2,5,1,53,45,1,343,130,3,"CIN","IND",27,31,"False","retractable roof (closed)","fieldturf",72,45,0,-7,"IND",46,"2020-10-18",FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4
"690","IND",29,44,371,3,1,1,0,55,105,15,59,1,20,42,29,371,3,171,1,0,15,60,45,15,"IND","CIN",0,0,0,1,0,1,340,8,10,4,41,18,0,342,174,1,"CIN","IND",27,31,"False","retractable roof (closed)","fieldturf",72,45,0,-7,"IND",46,"2020-10-18",FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4
"691","JAX",25,44,243,1,1,1,12,51,70,16,44,1,18,44,25,243,1,97,1,2,14,61,47,14,"JAX","DET",0,0,0,0,0,1,417,11,8,11,29,15,0,416,112,3,"DET","JAX",34,16,"False","outdoors","grass",78,78,10,-3,"DET",52,"2020-10-18",TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18
"692","DET",19,31,223,1,1,0,0,48,80,39,180,3,89,31,19,223,1,141,0,1,38,70,32,38,"DET","JAX",0,0,0,0,1,1,269,5,12,9,134,46,4,269,94,2,"DET","JAX",34,16,"False","outdoors","grass",78,78,10,-3,"DET",52,"2020-10-18",FALSE,18,FALSE,18,FALSE,18,FALSE,18,FALSE,18,FALSE,18
"693","NYJ",21,44,186,0,1,3,38,22,50,22,115,0,61,39,21,186,0,86,0,0,22,69,47,22,"NYJ","MIA",0,0,0,0,0,0,396,9,26,2,63,52,1,369,98,2,"NYJ","MIA",0,24,"False","outdoors","grass",85,66,15,-10,"MIA",46,"2020-10-18",TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24
"694","MIA",20,29,200,3,2,2,8,50,178,25,110,0,24,29,20,200,3,138,0,1,24,56,32,24,"MIA","NYJ",0,0,0,0,0,0,220,5,9,0,51,59,1,219,115,2,"NYJ","MIA",0,24,"False","outdoors","grass",85,66,15,-10,"MIA",46,"2020-10-18",FALSE,24,FALSE,24,FALSE,24,FALSE,24,FALSE,24,FALSE,24
"695","ATL",30,40,371,4,0,2,8,40,136,37,99,0,38,37,30,371,4,162,1,2,35,79,44,35,"ATL","MIN",0,0,0,1,0,1,270,7,10,1,56,43,0,253,171,0,"ATL","MIN",40,23,"False","dome","sportturf",72,45,0,-3,"MIN",53,"2020-10-18",FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17
"696","MIN",24,36,343,3,3,1,10,49,90,13,32,0,19,35,24,343,3,159,0,0,13,50,37,13,"MIN","ATL",3,0,0,1,0,1,330,6,10,3,13,19,2,332,137,0,"ATL","MIN",40,23,"False","dome","sportturf",72,45,0,-3,"MIN",53,"2020-10-18",TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17
"697","DEN",10,24,189,0,2,2,25,41,34,37,135,0,43,24,10,189,0,95,0,1,36,63,27,36,"DEN","NWE",0,0,0,0,1,1,391,10,16,1,70,65,1,390,50,1,"DEN","NWE",18,12,"False","outdoors","grass",58,45,7,-7,"NWE",43,"2020-10-18",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"698","NWE",19,27,195,0,2,4,24,41,170,25,117,1,54,27,19,195,0,113,1,3,22,56,34,22,"NWE","DEN",0,0,0,0,0,0,147,6,15,1,83,34,0,147,136,0,"DEN","NWE",18,12,"False","outdoors","grass",58,45,7,-7,"NWE",43,"2020-10-18",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"699","WAS",31,42,280,2,1,3,29,29,97,24,86,0,33,40,31,280,2,125,1,2,22,69,47,22,"WAS","NYG",0,0,0,0,0,0,244,5,11,4,46,40,1,230,149,0,"WAS","NYG",19,20,"False","outdoors","fieldturf ",62,48,0,-2,"NYG",42,"2020-10-18",FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"700","NYG",12,19,112,1,1,1,4,23,74,26,132,0,60,18,12,112,1,79,0,1,25,46,21,25,"NYG","WAS",0,0,0,0,0,0,151,2,8,4,100,32,0,125,38,0,"WAS","NYG",19,20,"False","outdoors","fieldturf ",62,48,0,-2,"NYG",42,"2020-10-18",FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"701","HOU",28,38,335,4,0,2,15,53,178,27,92,1,32,37,28,335,4,150,0,3,24,67,43,24,"HOU","TEN",0,0,0,1,0,1,334,6,10,3,39,53,0,334,112,1,"HOU","TEN",36,42,"True","outdoors","grass",61,58,10,-4,"TEN",52,"2020-10-18",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"702","TEN",30,41,366,4,1,2,22,53,122,27,263,2,114,41,30,366,4,201,1,0,27,70,43,27,"TEN","HOU",1,0,0,1,1,1,309,3,14,4,112,151,7,309,158,2,"HOU","TEN",36,42,"True","outdoors","grass",61,58,10,-4,"TEN",52,"2020-10-18",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"703","PHI",21,40,213,2,0,6,43,50,84,18,194,1,139,39,21,213,2,113,1,1,17,64,47,17,"PHI","BAL",4,0,0,0,1,0,369,9,25,4,123,71,4,364,61,5,"BAL","PHI",30,28,"False","outdoors","grass",61,52,7,-10,"BAL",46,"2020-10-18",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"704","BAL",16,27,186,1,0,3,13,32,92,37,182,2,69,25,16,186,1,110,0,3,34,67,33,34,"BAL","PHI",0,0,0,0,1,0,186,3,3,4,126,56,2,164,88,3,"BAL","PHI",30,28,"False","outdoors","grass",61,52,7,-10,"BAL",46,"2020-10-18",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"705","PIT",15,23,168,1,0,2,20,42,192,37,129,3,29,23,15,168,1,87,0,0,37,62,25,37,"PIT","CLE",0,0,0,0,1,0,172,2,7,1,57,72,4,172,71,1,"CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT",50,"2020-10-18",FALSE,31,FALSE,31,FALSE,31,FALSE,31,FALSE,31,FALSE,31
"706","CLE",15,28,165,1,2,4,20,60,117,22,75,0,40,26,15,165,1,116,0,1,21,54,33,21,"CLE","PIT",0,0,0,0,0,0,144,7,11,3,31,44,1,141,86,1,"CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT",50,"2020-10-18",TRUE,-31,TRUE,-31,TRUE,-31,TRUE,-31,TRUE,-31,TRUE,-31
"707","LAR",19,38,198,2,1,0,0,40,72,19,113,0,38,37,19,198,2,126,0,1,18,57,39,18,"LAR","SFO",0,0,0,0,0,0,455,10,8,1,73,40,0,454,51,3,"LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2,"LAR",51,"2020-10-18",FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8
"708","SFO",23,33,268,3,0,0,0,44,124,37,122,0,30,32,23,268,3,145,0,1,36,70,34,36,"SFO","LAR",0,0,0,0,0,1,145,5,8,1,80,42,0,145,223,3,"LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2,"LAR",51,"2020-10-18",FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8
"709","TAM",17,28,166,2,0,0,0,31,144,35,158,2,48,27,17,166,2,94,0,1,34,63,29,34,"TAM","GNB",0,0,0,0,1,0,231,6,13,0,64,94,4,231,72,4,"GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB",55,"2020-10-18",FALSE,28,FALSE,28,FALSE,28,FALSE,28,FALSE,28,FALSE,28
"710","GNB",16,35,160,0,2,5,53,20,35,21,94,1,60,31,16,160,0,80,0,2,19,61,42,19,"GNB","TAM",0,0,0,0,0,0,298,6,18,1,61,33,1,298,81,4,"GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB",55,"2020-10-18",TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28
"711","BUF",14,27,122,2,1,0,0,22,73,23,84,0,27,25,14,122,2,68,0,4,19,50,31,19,"BUF","KAN",0,0,0,0,0,0,272,6,14,6,34,50,4,254,46,2,"KAN","BUF",26,17,"False","outdoors","astroturf",51,92,6,-5,"KAN",55,"2020-10-19",FALSE,-9,FALSE,-9,FALSE,-9,FALSE,-9,FALSE,-9,FALSE,-9
"712","KAN",21,26,225,2,0,1,4,37,128,46,245,1,69,26,21,225,2,112,1,6,40,73,33,40,"KAN","BUF",0,0,0,0,1,0,161,1,0,1,153,92,2,160,104,3,"KAN","BUF",26,17,"False","outdoors","astroturf",51,92,6,-5,"KAN",55,"2020-10-19",FALSE,9,FALSE,9,FALSE,9,FALSE,9,FALSE,9,FALSE,9
"713","ARI",9,24,188,2,0,1,11,80,93,35,261,3,94,22,9,188,2,158,0,2,33,60,27,33,"ARI","DAL",0,0,0,0,1,0,240,9,4,5,203,58,1,230,117,1,"ARI","DAL",38,10,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"DAL",55,"2020-10-19",FALSE,28,FALSE,28,FALSE,28,FALSE,28,FALSE,28,FALSE,28
"714","DAL",34,54,266,1,2,3,19,27,65,27,97,0,32,52,34,266,1,118,2,2,25,84,59,25,"DAL","ARI",0,0,0,0,0,0,301,7,22,2,61,36,1,301,153,5,"ARI","DAL",38,10,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"DAL",55,"2020-10-19",TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28
"715","NYG",20,30,187,2,1,3,22,39,91,22,160,1,127,28,20,187,2,109,2,1,21,55,34,21,"NYG","PHI",0,0,0,0,0,0,180,4,11,0,105,55,0,162,97,3,"NYG","PHI",21,22,"False","outdoors","grass",70,75,4,-5,"PHI",44,"2020-10-22",FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"716","PHI",25,43,359,2,1,3,13,59,91,26,96,1,48,41,25,359,2,196,0,2,24,72,48,24,"PHI","NYG",0,0,0,1,0,0,374,9,12,3,46,50,0,369,115,0,"NYG","PHI",21,22,"False","outdoors","grass",70,75,4,-5,"PHI",44,"2020-10-22",FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"717","DET",25,36,340,1,0,2,18,36,108,21,64,1,28,32,25,340,1,122,0,1,20,59,39,20,"DET","ATL",0,0,0,1,0,1,337,5,13,1,29,35,3,341,80,1,"DET","ATL",23,22,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"ATL",54,"2020-10-25",FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"718","ATL",31,42,338,1,0,2,16,28,105,26,66,2,15,40,31,338,1,114,1,0,26,70,44,26,"ATL","DET",2,0,0,1,0,0,283,3,15,4,29,37,3,283,103,4,"DET","ATL",23,22,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"ATL",54,"2020-10-25",FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"719","CLE",23,29,316,5,1,0,0,54,254,22,82,0,22,28,23,316,5,145,0,0,22,51,29,22,"CLE","CIN",0,0,0,0,0,1,286,3,9,1,36,46,3,285,114,1,"CLE","CIN",37,34,"False","outdoors","grass",48,77,8,-4,"CLE",50,"2020-10-25",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"720","CIN",36,48,422,3,1,4,35,45,231,21,81,1,30,47,36,422,3,138,1,1,20,73,53,20,"CIN","CLE",0,0,0,1,0,1,441,3,12,1,54,27,0,383,219,1,"CLE","CIN",37,34,"False","outdoors","grass",48,77,8,-4,"CLE",50,"2020-10-25",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"721","SEA",33,50,388,3,3,2,16,47,84,30,200,1,78,48,33,388,3,165,0,5,25,82,57,25,"SEA","ARI",0,0,0,1,0,1,451,9,26,6,165,35,1,433,158,2,"SEA","ARI",34,37,"True","retractable roof (closed)","grass",72,45,0,-3,"SEA",55,"2020-10-25",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"722","ARI",34,48,360,3,1,0,0,41,104,33,159,1,59,44,34,360,3,139,1,4,29,81,52,29,"ARI","SEA",0,0,0,1,0,1,387,7,3,5,119,40,2,386,175,3,"SEA","ARI",34,37,"True","retractable roof (closed)","grass",72,45,0,-3,"SEA",55,"2020-10-25",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"723","KAN",17,25,213,1,0,4,28,49,200,22,101,2,60,24,17,213,1,126,1,0,22,51,29,22,"KAN","DEN",0,0,0,0,0,0,166,6,9,1,67,34,6,166,131,1,"KAN","DEN",43,16,"False","outdoors","grass",14,78,11,-7,"KAN",46,"2020-10-25",FALSE,27,FALSE,27,FALSE,27,FALSE,27,FALSE,27,FALSE,27
"724","DEN",24,40,254,0,2,3,20,27,57,33,177,2,51,38,24,254,0,149,2,1,32,76,44,32,"DEN","KAN",0,0,0,0,0,0,265,9,11,4,126,51,1,270,164,1,"KAN","DEN",43,16,"False","outdoors","grass",14,78,11,-7,"KAN",46,"2020-10-25",TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27
"725","HOU",29,39,309,2,0,3,23,30,114,22,79,0,26,38,29,309,2,128,1,6,16,64,48,16,"HOU","GNB",0,0,0,1,0,0,248,3,12,4,57,22,2,244,133,3,"GNB","HOU",35,20,"False","retractable roof (closed)","grass",72,45,0,-2,"GNB",55,"2020-10-25",TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15
"726","GNB",23,34,283,4,0,0,0,45,132,27,96,1,27,34,23,283,4,110,0,0,27,61,34,27,"GNB","HOU",0,0,0,0,0,1,233,9,11,1,65,31,0,233,167,2,"GNB","HOU",35,20,"False","retractable roof (closed)","grass",72,45,0,-2,"GNB",55,"2020-10-25",FALSE,15,FALSE,15,FALSE,15,FALSE,15,FALSE,15,FALSE,15
"727","CAR",23,28,254,2,0,1,8,74,128,14,37,1,27,27,23,254,2,145,0,2,12,43,31,12,"CAR","NOR",0,0,0,0,0,0,186,3,12,6,16,21,0,186,158,0,"CAR","NOR",24,27,"False","dome","astroturf",72,45,0,-7,"NOR",49,"2020-10-25",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"728","NOR",30,37,287,2,0,1,10,23,197,29,138,1,65,35,30,287,2,110,1,0,29,67,38,29,"NOR","CAR",0,0,0,0,0,0,177,2,6,1,74,64,1,177,138,1,"CAR","NOR",24,27,"False","dome","astroturf",72,45,0,-7,"NOR",49,"2020-10-25",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"729","SFO",20,25,277,0,2,1,7,35,79,37,197,4,55,25,20,277,0,114,0,1,36,63,27,36,"SFO","NWE",0,0,0,0,1,1,160,3,7,1,142,55,3,160,184,1,"SFO","NWE",33,6,"False","outdoors","grass",49,60,7,-3,"NWE",44,"2020-10-25",FALSE,27,FALSE,27,FALSE,27,FALSE,27,FALSE,27,FALSE,27
"730","NWE",15,25,162,0,4,2,15,38,78,22,94,0,31,22,15,162,0,105,0,3,19,49,30,19,"NWE","SFO",0,0,0,0,0,0,203,4,11,6,82,12,1,188,72,1,"SFO","NWE",33,6,"False","outdoors","grass",49,60,7,-3,"NWE",44,"2020-10-25",TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27
"731","NYJ",12,23,120,0,2,6,29,22,31,22,100,1,33,21,12,120,0,66,0,0,22,51,29,22,"NYJ","BUF",0,0,0,0,0,0,149,5,11,4,52,48,2,146,39,0,"BUF","NYJ",18,10,"False","outdoors","fieldturf ",52,52,8,-9,"BUF",47,"2020-10-25",FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8
"732","BUF",30,43,307,0,0,2,11,38,90,27,126,0,44,41,30,307,0,136,1,3,24,72,48,24,"BUF","NYJ",0,0,0,1,0,1,308,7,17,6,85,41,0,275,172,0,"BUF","NYJ",18,10,"False","outdoors","fieldturf ",52,52,8,-9,"BUF",47,"2020-10-25",FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8
"733","PIT",32,49,268,2,3,0,0,28,67,25,94,1,35,49,32,268,2,98,0,0,25,74,49,25,"PIT","TEN",0,0,0,0,0,0,266,6,17,2,65,29,1,266,158,3,"PIT","TEN",27,24,"False","outdoors","grass",55,88,3,-1,"TEN",51,"2020-10-25",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"734","TEN",18,31,220,2,0,2,10,73,144,23,82,1,23,30,18,220,2,111,0,1,22,56,34,22,"TEN","PIT",0,0,0,0,0,1,265,5,11,3,46,36,2,255,108,0,"PIT","TEN",27,24,"False","outdoors","grass",55,88,3,-1,"TEN",51,"2020-10-25",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"735","TAM",33,45,369,4,0,0,0,35,127,25,85,2,38,41,33,369,4,144,0,0,25,70,45,25,"TAM","LVR",0,0,0,1,0,1,399,4,9,0,57,28,0,371,134,1,"TAM","LVR",45,20,"False","dome","grass",72,45,0,-3,"TAM",51,"2020-10-25",FALSE,25,FALSE,25,FALSE,25,FALSE,25,FALSE,25,FALSE,25
"736","LVR",24,36,284,2,1,3,13,44,97,24,76,0,37,36,24,284,2,142,0,2,22,63,41,22,"LVR","TAM",0,0,0,0,0,1,315,8,20,4,45,31,0,315,137,1,"TAM","LVR",45,20,"False","dome","grass",72,45,0,-3,"TAM",51,"2020-10-25",TRUE,-25,TRUE,-25,TRUE,-25,TRUE,-25,TRUE,-25,TRUE,-25
"737","JAX",14,27,173,2,0,5,19,36,96,27,140,1,32,24,14,173,2,146,0,4,23,59,36,23,"JAX","LAC",1,0,0,0,1,0,252,10,9,5,75,65,3,243,68,1,"JAX","LAC",29,39,"False","dome","matrixturf",72,45,0,-8,"LAC",48,"2020-10-25",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
"738","LAC",28,44,351,3,0,1,2,74,194,32,135,2,68,42,28,351,3,184,0,3,29,77,48,29,"LAC","JAX",0,0,0,1,0,1,383,11,13,3,86,49,1,344,199,2,"JAX","LAC",29,39,"False","dome","matrixturf",72,45,0,-8,"LAC",48,"2020-10-25",FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10
"739","DAL",11,22,114,0,1,6,55,50,145,26,83,0,30,21,11,114,0,58,0,3,23,54,31,23,"DAL","WAS",0,0,0,0,0,0,160,3,8,2,34,49,0,160,52,4,"DAL","WAS",3,25,"False","outdoors","grass",46,90,5,-1,"DAL",44,"2020-10-25",TRUE,-22,TRUE,-22,TRUE,-22,TRUE,-22,TRUE,-22,TRUE,-22
"740","WAS",15,25,194,2,0,2,5,52,111,39,208,1,76,21,15,194,2,115,0,1,38,66,28,38,"WAS","DAL",0,0,0,0,1,0,197,3,12,4,102,106,3,179,70,1,"DAL","WAS",3,25,"False","outdoors","grass",46,90,5,-1,"DAL",44,"2020-10-25",FALSE,22,FALSE,22,FALSE,22,FALSE,22,FALSE,22,FALSE,22
"741","CHI",28,40,261,0,2,4,31,42,66,17,49,0,13,38,28,261,0,152,0,0,17,61,44,17,"CHI","LAR",0,0,0,0,0,0,449,4,18,4,19,30,3,405,112,1,"CHI","LAR",10,24,"False","dome","matrixturf",72,45,0,-6,"LAR",44,"2020-10-26",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"742","LAR",23,33,220,2,0,1,9,34,108,34,160,1,71,31,23,220,2,122,1,1,33,68,35,33,"LAR","CHI",0,0,0,0,0,0,268,5,9,1,95,65,7,256,120,0,"CHI","LAR",10,24,"False","dome","matrixturf",72,45,0,-6,"LAR",44,"2020-10-26",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"743","CAR",16,27,179,1,1,3,22,45,124,22,147,1,71,26,16,179,1,136,0,4,18,52,34,18,"CAR","ATL",0,0,0,0,0,0,221,6,10,2,78,69,0,221,75,1,"ATL","CAR",25,17,"False","outdoors","grass",76,76,8,-1,"CAR",52,"2020-10-29",FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8
"744","ATL",21,30,281,0,1,2,11,28,85,36,131,2,41,30,21,281,0,100,0,4,32,68,36,32,"ATL","CAR",0,0,0,0,0,1,258,2,10,1,62,69,0,257,90,2,"ATL","CAR",25,17,"False","outdoors","grass",76,76,8,-1,"CAR",52,"2020-10-29",FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8
"745","NWE",15,25,174,0,0,2,13,28,81,34,188,2,59,23,15,174,0,99,1,1,33,61,28,33,"NWE","BUF",2,0,0,0,1,0,143,6,11,2,79,109,3,135,92,2,"NWE","BUF",21,24,"False","outdoors","astroturf",41,87,17,-4,"BUF",41,"2020-11-01",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"746","BUF",11,18,154,0,1,1,5,41,65,38,190,3,58,18,11,154,0,91,0,3,35,57,22,35,"BUF","NWE",0,0,0,0,0,0,179,3,12,2,90,100,5,179,83,1,"NWE","BUF",21,24,"False","outdoors","astroturf",41,87,17,-4,"BUF",41,"2020-11-01",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"747","CHI",28,41,272,2,1,5,39,50,92,23,96,0,45,41,28,272,2,132,0,0,23,69,46,23,"CHI","NOR",0,0,0,0,0,0,326,7,15,1,18,78,2,326,64,4,"NOR","CHI",26,23,"True","outdoors","grass",40,41,20,-5,"NOR",41,"2020-11-01",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
