"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","is_blownout","score_diff"
"748","NOR",31,41,280,2,0,1,8,47,109,30,122,0,38,41,31,280,2,141,0,1,29,72,43,29,"NOR","CHI",0,0,0,0,0,0,190,5,9,3,71,51,0,190,169,2,"NOR","CHI",26,23,"True","outdoors","grass",40,41,20,-5,"NOR",41,"2020-11-01",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"749","CIN",26,37,249,2,0,0,0,24,106,32,118,2,46,35,26,249,2,84,0,1,31,69,38,31,"CIN","TEN",0,0,0,0,0,0,245,4,17,3,59,59,4,234,73,1,"TEN","CIN",20,31,"False","outdoors","grass",48,52,24,-7,"TEN",49,"2020-11-01",FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11
"750","TEN",18,30,233,2,1,1,10,27,92,29,218,1,68,29,18,233,2,97,0,2,27,60,33,27,"TEN","CIN",0,0,0,0,1,1,271,5,13,1,115,103,3,240,74,1,"TEN","CIN",20,31,"False","outdoors","grass",48,52,24,-7,"TEN",49,"2020-11-01",TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11
"751","LVR",15,24,111,1,0,2,11,17,87,45,209,0,55,22,15,111,1,64,0,4,41,71,30,41,"LVR","CLE",0,0,0,0,1,0,140,3,3,2,145,64,2,140,60,2,"LVR","CLE",16,6,"False","outdoors","grass",49,56,35,-1,"CLE",48,"2020-11-01",FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10
"752","CLE",12,25,122,0,0,0,0,25,62,22,101,0,34,25,12,122,0,79,1,4,18,47,29,18,"CLE","LVR",0,0,0,0,0,0,193,5,4,3,77,24,1,193,74,6,"LVR","CLE",16,6,"False","outdoors","grass",49,56,35,-1,"CLE",48,"2020-11-01",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
"753","LAC",29,44,278,3,2,2,3,36,128,38,210,0,82,42,29,278,3,114,0,2,36,84,48,36,"LAC","DEN",0,0,0,0,0,0,296,6,14,15,159,51,2,303,140,2,"LAC","DEN",30,31,"False","outdoors","grass",64,23,10,-3,"LAC",44,"2020-11-01",FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"754","DEN",26,41,248,3,1,2,5,43,94,16,108,1,66,38,26,248,3,120,0,1,15,59,44,15,"DEN","LAC",0,0,0,0,0,0,308,7,3,5,48,60,1,305,115,0,"LAC","DEN",30,31,"False","outdoors","grass",64,23,10,-3,"LAC",44,"2020-11-01",FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"755","IND",23,34,262,3,0,2,15,29,163,39,119,2,30,33,23,262,3,157,0,0,39,75,36,39,"IND","DET",1,0,0,0,0,0,224,6,8,1,45,74,3,227,143,4,"IND","DET",41,21,"False","dome","fieldturf",72,45,0,-3,"IND",49,"2020-11-01",FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20
"756","DET",24,42,336,3,1,5,39,73,96,13,29,0,33,40,24,336,3,187,1,1,12,60,48,12,"DET","IND",0,0,0,1,0,1,398,11,20,10,18,11,0,370,142,2,"IND","DET",41,21,"False","dome","fieldturf",72,45,0,-3,"IND",49,"2020-11-01",TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20
"757","MIN",11,14,160,1,0,1,9,50,138,34,173,3,42,14,11,160,1,118,0,0,34,49,15,34,"MIN","GNB",0,0,0,0,1,0,25,2,10,2,79,94,7,25,131,1,"MIN","GNB",28,22,"False","outdoors","grass",34,50,23,-5,"GNB",47,"2020-11-01",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"758","GNB",27,41,291,3,0,1,0,45,110,24,109,0,29,38,27,291,3,180,1,2,22,66,44,22,"GNB","MIN",1,0,0,0,0,0,334,6,10,3,54,55,1,333,125,2,"MIN","GNB",28,22,"False","outdoors","grass",34,50,23,-5,"GNB",47,"2020-11-01",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"759","NYJ",18,30,133,0,0,1,5,27,70,25,93,0,30,28,18,133,0,84,1,4,21,56,35,21,"NYJ","KAN",0,0,0,0,0,0,193,6,15,0,35,58,0,194,74,2,"NYJ","KAN",9,35,"False","outdoors","astroturf",52,0,11,-20,"KAN",49,"2020-11-01",TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26
"760","KAN",35,47,446,5,0,0,0,64,345,20,50,0,21,47,35,446,5,178,0,0,20,67,47,20,"KAN","NYJ",0,0,0,1,0,1,403,7,18,2,22,28,0,403,213,3,"NYJ","KAN",9,35,"False","outdoors","astroturf",52,0,11,-20,"KAN",49,"2020-11-01",FALSE,26,FALSE,26,FALSE,26,FALSE,26,FALSE,26,FALSE,26
"761","MIA",12,22,93,1,0,1,3,15,80,25,55,1,9,22,12,93,1,71,2,1,24,48,24,24,"MIA","LAR",0,1,0,0,0,0,118,4,8,0,25,30,1,118,47,3,"LAR","MIA",17,28,"False","outdoors","grass",86,73,10,-3,"LAR",46,"2020-11-01",FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11
"762","LAR",35,61,355,1,2,2,15,26,65,29,131,1,44,57,35,355,1,146,2,0,29,92,63,29,"LAR","MIA",0,0,0,1,0,1,365,7,30,1,62,69,3,357,200,4,"LAR","MIA",17,28,"False","outdoors","grass",86,73,10,-3,"LAR",46,"2020-11-01",TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11
"763","DAL",21,40,180,0,0,4,48,15,64,35,133,0,53,38,21,180,0,70,2,1,34,79,45,34,"DAL","PHI",0,0,0,0,0,0,313,12,14,7,90,43,0,304,120,2,"DAL","PHI",9,23,"False","outdoors","grass",49,66,17,-10,"PHI",43,"2020-11-01",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"764","PHI",16,28,132,2,2,4,29,41,165,26,119,0,43,26,16,132,2,71,2,1,25,58,33,25,"PHI","DAL",2,0,0,0,0,0,304,4,9,3,79,40,5,287,32,2,"DAL","PHI",9,23,"False","outdoors","grass",49,66,17,-10,"PHI",43,"2020-11-01",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"765","BAL",13,28,208,2,2,4,16,39,65,47,265,1,67,26,13,208,2,116,2,5,42,79,37,42,"BAL","PIT",0,0,0,0,1,1,232,9,11,2,161,104,1,216,77,1,"PIT","BAL",28,24,"False","outdoors","grass",52,97,7,-4,"BAL",44,"2020-11-01",FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4
"766","PIT",21,32,182,2,0,2,9,24,101,16,48,1,19,32,21,182,2,77,1,0,16,50,34,16,"PIT","BAL",0,0,0,0,0,0,232,6,12,0,30,18,1,232,93,2,"PIT","BAL",28,24,"False","outdoors","grass",52,97,7,-4,"BAL",44,"2020-11-01",FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4
"767","SFO",29,41,322,2,1,3,23,52,183,22,52,2,21,40,29,322,2,152,0,1,21,66,45,21,"SFO","SEA",0,0,0,0,0,0,291,5,24,2,28,24,0,293,114,1,"SFO","SEA",27,37,"False","outdoors","fieldturf",55,58,4,-1,"SEA",54,"2020-11-01",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
"768","SEA",27,37,261,4,0,2,12,46,128,28,101,1,54,36,27,261,4,102,0,1,27,67,40,27,"SEA","SFO",0,0,0,0,0,1,260,6,18,5,65,36,0,252,128,1,"SFO","SEA",27,37,"False","outdoors","fieldturf",55,58,4,-1,"SEA",54,"2020-11-01",FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10
"769","TAM",28,40,279,2,0,2,16,25,106,24,81,0,24,40,28,279,2,128,1,0,24,66,42,24,"TAM","NYG",0,0,0,0,0,0,364,6,9,3,47,34,0,364,94,0,"TAM","NYG",25,23,"False","outdoors","fieldturf ",39,46,8,-13,"TAM",47,"2020-11-02",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"770","NYG",26,42,274,2,2,3,18,48,193,24,101,1,52,41,26,274,2,134,0,1,23,69,46,23,"NYG","TAM",0,0,0,0,0,0,320,11,21,6,68,33,0,313,140,0,"TAM","NYG",25,23,"False","outdoors","fieldturf ",39,46,8,-13,"TAM",47,"2020-11-02",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"771","GNB",25,31,305,4,0,1,11,52,147,31,111,0,43,30,25,305,4,150,0,1,30,63,33,30,"GNB","SFO",0,0,0,1,0,1,229,2,11,4,60,51,1,229,131,1,"GNB","SFO",34,17,"False","outdoors","grass",78,83,5,-6,"GNB",48,"2020-11-05",FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17
"772","SFO",22,35,291,1,1,1,9,47,86,17,55,1,15,34,22,291,1,122,1,0,17,53,36,17,"SFO","GNB",0,0,0,0,0,1,224,6,8,4,36,19,0,223,197,2,"GNB","SFO",34,17,"False","outdoors","grass",78,83,5,-6,"GNB",48,"2020-11-05",TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17
"773","DEN",25,48,313,2,1,1,11,41,77,22,103,1,46,45,25,313,2,154,0,6,16,71,55,16,"DEN","ATL",0,0,0,1,0,1,440,13,12,10,87,16,0,431,127,2,"DEN","ATL",27,34,"False","retractable roof (closed)","fieldturf",72,45,0,-4,"ATL",50,"2020-11-08",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"774","ATL",25,35,284,3,1,2,13,51,112,32,92,1,38,35,25,284,3,152,0,1,31,69,38,31,"ATL","DEN",0,0,0,0,0,1,336,4,13,5,61,31,2,335,89,1,"DEN","ATL",27,34,"False","retractable roof (closed)","fieldturf",72,45,0,-4,"ATL",50,"2020-11-08",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"775","SEA",28,41,390,2,2,5,28,55,94,17,57,2,33,40,28,390,2,216,2,1,16,63,47,16,"SEA","BUF",0,0,0,1,0,1,380,6,18,4,32,25,0,379,145,0,"SEA","BUF",34,44,"False","outdoors","astroturf",69,41,4,-3,"SEA",55,"2020-11-08",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
"776","BUF",31,38,415,3,0,7,29,39,138,19,34,2,17,38,31,415,3,188,0,3,16,64,48,16,"BUF","SEA",0,0,0,1,0,1,341,6,26,3,16,18,0,341,194,1,"SEA","BUF",34,44,"False","outdoors","astroturf",69,41,4,-3,"SEA",55,"2020-11-08",FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10
"777","BAL",19,23,170,0,0,2,14,21,97,38,110,2,21,23,19,170,0,92,1,4,34,63,29,34,"BAL","IND",0,0,0,0,0,0,86,1,8,2,77,33,0,86,104,1,"BAL","IND",24,10,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"IND",47,"2020-11-08",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"778","IND",25,44,227,0,1,0,0,21,102,21,112,1,52,40,25,227,0,111,1,0,21,65,44,21,"IND","BAL",0,0,0,0,0,0,270,11,12,5,67,45,3,273,169,1,"BAL","IND",24,10,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"IND",47,"2020-11-08",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"779","MIA",20,28,248,2,0,3,27,35,122,25,91,1,43,26,20,248,2,134,0,3,22,56,34,22,"MIA","ARI",0,0,0,0,0,0,229,5,17,0,52,39,2,234,68,0,"MIA","ARI",34,31,"False","retractable roof (closed)","grass",72,45,0,-6,"ARI",49,"2020-11-08",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"780","ARI",21,26,283,3,0,1,19,56,150,37,178,1,36,26,21,283,3,154,1,5,32,64,32,32,"ARI","MIA",0,0,0,0,1,1,250,2,15,3,103,75,2,250,52,0,"MIA","ARI",34,31,"False","retractable roof (closed)","grass",72,45,0,-6,"ARI",49,"2020-11-08",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"781","PIT",31,45,309,3,0,0,0,44,183,18,46,0,31,45,31,309,3,133,0,1,17,63,46,17,"PIT","DAL",0,0,0,1,0,0,328,9,8,2,34,12,0,327,185,3,"PIT","DAL",24,19,"False","retractable roof (closed)","fieldturf",72,45,0,-14,"PIT",44,"2020-11-08",FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5
"782","DAL",21,38,243,1,1,2,23,32,72,31,144,0,53,37,21,243,1,119,1,2,29,71,42,29,"DAL","PIT",0,0,0,0,0,0,348,11,17,10,75,69,3,348,52,0,"PIT","DAL",24,19,"False","retractable roof (closed)","fieldturf",72,45,0,-14,"PIT",44,"2020-11-08",FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5
"783","HOU",19,32,281,2,0,2,14,77,109,28,107,1,42,29,19,281,2,186,1,6,22,62,40,22,"HOU","JAX",0,0,0,0,0,1,291,6,20,4,57,50,2,249,194,1,"HOU","JAX",27,25,"False","outdoors","grass",79,71,14,-7,"HOU",49,"2020-11-08",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"784","JAX",26,38,304,1,1,2,16,73,90,27,115,2,28,38,26,304,1,147,0,1,26,67,41,26,"JAX","HOU",0,0,0,1,0,1,323,8,14,2,41,74,0,322,135,2,"HOU","JAX",27,25,"False","outdoors","grass",79,71,14,-7,"HOU",49,"2020-11-08",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"785","CAR",37,50,338,2,0,2,7,56,222,24,104,2,38,44,37,338,2,133,0,1,23,76,53,23,"CAR","KAN",0,0,0,1,0,1,280,4,16,4,32,72,1,250,199,0,"CAR","KAN",31,33,"False","outdoors","astroturf",71,63,19,-10,"KAN",51,"2020-11-08",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"786","KAN",30,45,372,4,0,2,11,44,121,11,36,0,25,44,30,372,4,138,1,1,10,58,48,10,"KAN","CAR",0,0,0,1,0,2,407,10,10,0,14,22,0,407,137,3,"CAR","KAN",31,33,"False","outdoors","astroturf",71,63,19,-10,"KAN",51,"2020-11-08",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"787","DET",31,45,305,2,3,2,13,48,150,27,129,0,46,44,31,305,2,135,0,1,26,74,48,26,"DET","MIN",0,0,0,0,0,0,273,7,8,1,108,21,1,273,167,4,"DET","MIN",20,34,"False","dome","sportturf",72,45,0,-3,"MIN",51,"2020-11-08",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"788","MIN",13,20,220,3,0,1,8,35,141,34,275,2,88,20,13,220,3,147,0,0,34,55,21,34,"MIN","DET",0,0,0,0,1,0,217,3,6,2,118,157,4,217,114,1,"DET","MIN",20,34,"False","dome","sportturf",72,45,0,-3,"MIN",51,"2020-11-08",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"789","CHI",36,52,335,2,0,3,16,34,99,20,56,0,24,47,36,335,2,163,2,1,19,75,56,19,"CHI","TEN",0,0,0,1,0,0,320,6,14,3,29,27,0,306,137,0,"CHI","TEN",17,24,"False","outdoors","grass",77,55,14,-6,"TEN",46,"2020-11-08",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"790","TEN",10,21,158,2,0,3,22,40,104,31,92,0,39,21,10,158,2,88,0,1,30,55,25,30,"TEN","CHI",0,0,0,0,0,1,215,3,9,1,23,69,1,215,78,3,"CHI","TEN",17,24,"False","outdoors","grass",77,55,14,-6,"TEN",46,"2020-11-08",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"791","LVR",13,23,165,2,0,1,5,53,108,26,160,2,62,23,13,165,2,134,1,2,24,50,26,24,"LVR","LAC",0,0,0,0,0,0,281,3,6,1,99,61,1,281,56,1,"LVR","LAC",31,26,"False","dome","matrixturf",72,45,0,-1,"LVR",52,"2020-11-08",FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5
"792","LAC",28,42,326,2,0,2,14,50,105,31,128,1,42,41,28,326,2,147,0,3,28,75,47,28,"LAC","LVR",0,0,0,1,0,1,309,7,5,5,73,55,0,308,131,1,"LVR","LAC",31,26,"False","dome","matrixturf",72,45,0,-1,"LVR",52,"2020-11-08",FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5
"793","NOR",29,35,282,4,0,1,0,81,370,37,138,1,61,34,29,282,4,195,2,1,36,73,37,36,"NOR","TAM",0,0,0,0,0,0,179,3,18,2,82,56,1,186,123,1,"NOR","TAM",38,3,"False","outdoors","grass",77,76,17,-3,"TAM",51,"2020-11-08",FALSE,35,FALSE,35,FALSE,35,FALSE,35,FALSE,35,FALSE,35
"794","TAM",22,38,209,0,3,3,23,22,40,5,8,0,6,37,22,209,0,105,0,0,5,46,41,5,"TAM","NOR",0,0,0,0,0,0,365,8,12,6,4,4,0,365,80,2,"NOR","TAM",38,3,"False","outdoors","grass",77,76,17,-3,"TAM",51,"2020-11-08",TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35
"795","NYG",23,34,212,1,0,5,28,50,94,35,166,1,64,33,23,212,1,132,0,0,35,74,39,35,"NYG","WAS",0,0,0,0,0,0,181,6,19,3,48,118,1,161,90,3,"NYG","WAS",23,20,"False","outdoors","grass",75,49,1,-3,"WAS",43,"2020-11-08",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"796","WAS",29,39,387,1,3,2,22,89,176,9,37,1,21,39,29,387,1,178,2,0,9,50,41,9,"WAS","NYG",0,0,0,1,0,2,147,4,11,3,22,15,0,146,277,1,"NYG","WAS",23,20,"False","outdoors","grass",75,49,1,-3,"WAS",43,"2020-11-08",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"797","NYJ",18,25,262,3,1,1,5,50,128,18,65,0,22,24,18,262,3,151,0,0,18,44,26,18,"NYJ","NWE",0,0,0,0,0,1,315,4,12,0,30,35,3,309,97,0,"NWE","NYJ",30,27,"False","outdoors","fieldturf ",61,72,2,-9,"NWE",42,"2020-11-09",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"798","NWE",27,35,274,0,0,0,0,33,99,41,159,3,52,34,27,274,0,85,0,1,40,76,36,40,"NWE","NYJ",0,0,0,0,0,1,281,5,23,1,105,54,6,281,106,0,"NWE","NYJ",30,27,"False","outdoors","fieldturf ",61,72,2,-9,"NWE",42,"2020-11-09",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"799","IND",29,39,308,1,0,1,11,40,105,29,133,2,59,36,29,308,1,143,0,0,29,69,40,29,"IND","TEN",0,0,0,1,0,1,192,3,6,1,61,72,4,191,205,1,"IND","TEN",34,17,"False","outdoors","grass",56,46,6,-1,"IND",49,"2020-11-12",FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17
"800","TEN",15,27,147,1,0,1,10,21,83,32,157,1,50,27,15,147,1,91,0,2,30,60,30,30,"TEN","IND",0,0,0,0,1,0,197,7,4,2,55,102,3,196,76,1,"IND","TEN",34,17,"False","outdoors","grass",56,46,6,-1,"IND",49,"2020-11-12",TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17
"801","CAR",20,28,148,2,1,3,26,55,154,16,65,1,29,28,20,148,2,74,0,3,13,47,34,13,"CAR","TAM",0,0,0,0,0,0,195,5,10,2,36,29,1,195,79,1,"TAM","CAR",46,23,"False","outdoors","grass",65,90,15,-6,"TAM",49,"2020-11-15",TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23
"802","TAM",28,39,341,3,0,1,7,44,124,37,210,2,110,38,28,341,3,159,1,1,36,77,41,36,"TAM","CAR",0,0,0,1,1,0,324,9,14,5,64,146,0,314,168,1,"TAM","CAR",46,23,"False","outdoors","grass",65,90,15,-6,"TAM",49,"2020-11-15",FALSE,23,FALSE,23,FALSE,23,FALSE,23,FALSE,23,FALSE,23
"803","HOU",20,30,163,1,0,2,10,29,91,22,90,0,32,28,20,163,1,91,0,2,20,54,34,20,"HOU","CLE",0,0,0,0,0,0,180,7,13,1,79,11,1,184,92,0,"HOU","CLE",7,10,"False","outdoors","grass",59,66,25,-4,"CLE",46,"2020-11-15",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"804","CLE",12,20,132,0,0,1,7,21,79,41,231,1,81,19,12,132,0,72,0,1,40,62,22,40,"CLE","HOU",0,0,0,0,2,0,165,6,8,1,189,42,4,165,55,0,"HOU","CLE",7,10,"False","outdoors","grass",59,66,25,-4,"CLE",46,"2020-11-15",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"805","BUF",33,50,296,3,2,0,0,43,233,18,73,0,42,45,33,296,3,90,0,1,17,68,51,17,"BUF","ARI",0,0,0,0,0,1,343,8,27,6,41,32,1,303,166,3,"BUF","ARI",30,32,"False","retractable roof (closed)","grass",72,45,0,-3,"ARI",56,"2020-11-15",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"806","ARI",22,32,245,1,1,3,9,43,88,35,217,2,73,32,22,245,1,106,1,5,30,70,40,30,"ARI","BUF",0,0,0,0,1,1,231,4,15,1,99,118,3,230,96,1,"BUF","ARI",30,32,"False","retractable roof (closed)","grass",72,45,0,-3,"ARI",56,"2020-11-15",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"807","WAS",38,55,390,0,0,2,15,27,89,26,89,3,55,52,38,390,0,146,1,1,25,83,58,25,"WAS","DET",0,0,0,1,0,0,324,13,4,9,35,54,1,314,197,1,"WAS","DET",27,30,"False","dome","fieldturf",72,45,0,-2,"DET",45,"2020-11-15",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"808","DET",24,33,276,3,0,1,9,55,127,21,105,0,33,32,24,276,3,148,0,0,21,55,34,21,"DET","WAS",0,0,0,0,0,0,218,6,11,4,55,50,0,214,146,2,"WAS","DET",27,30,"False","dome","fieldturf",72,45,0,-2,"DET",45,"2020-11-15",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"809","JAX",18,35,169,1,1,3,18,21,62,23,109,0,20,34,18,169,1,67,0,0,23,61,38,23,"JAX","GNB",0,1,0,0,1,0,207,10,13,4,48,61,0,191,92,2,"JAX","GNB",20,24,"False","outdoors","grass",38,76,23,-13,"GNB",47,"2020-11-15",FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4,FALSE,-4
"810","GNB",24,34,325,2,1,1,10,78,108,25,80,1,32,33,24,325,2,152,1,1,24,60,36,24,"GNB","JAX",0,0,0,1,0,1,212,4,10,2,48,32,0,198,237,2,"JAX","GNB",20,24,"False","outdoors","grass",38,76,23,-13,"GNB",47,"2020-11-15",FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4,FALSE,4
"811","LAC",20,32,187,2,1,2,13,28,86,29,99,1,26,32,20,187,2,107,0,2,27,63,36,27,"LAC","MIA",0,0,0,0,0,0,229,6,15,1,59,40,0,229,132,0,"LAC","MIA",21,29,"False","outdoors","grass",83,73,7,-1,"MIA",49,"2020-11-15",FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8
"812","MIA",15,25,169,2,0,0,0,23,106,32,111,1,46,24,15,169,2,106,0,1,31,57,26,31,"MIA","LAC",0,0,0,0,0,0,266,5,10,0,71,40,1,261,44,1,"LAC","MIA",21,29,"False","outdoors","grass",83,73,7,-1,"MIA",49,"2020-11-15",FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8
"813","SFO",24,39,247,1,2,2,15,27,108,25,49,0,20,39,24,247,1,136,1,1,24,66,42,24,"SFO","NOR",0,0,0,0,0,0,264,8,18,4,18,31,0,264,121,0,"SFO","NOR",13,27,"False","dome","astroturf",72,45,0,-9,"NOR",50,"2020-11-15",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"814","NOR",14,23,139,1,0,3,16,53,181,30,114,2,38,23,14,139,1,65,2,1,29,56,27,29,"NOR","SFO",0,0,0,0,0,0,103,6,7,1,60,54,1,102,116,0,"SFO","NOR",13,27,"False","dome","astroturf",72,45,0,-9,"NOR",50,"2020-11-15",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"815","BAL",24,34,249,2,1,2,7,31,98,28,115,0,31,34,24,249,2,119,0,4,24,64,40,24,"BAL","NWE",0,0,0,0,0,0,259,4,2,10,76,39,3,258,145,3,"BAL","NWE",17,23,"False","outdoors","grass",52,81,13,-7,"BAL",44,"2020-11-15",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"816","NWE",14,18,142,2,0,1,7,50,272,39,173,1,42,17,14,142,2,86,0,0,39,58,19,39,"NWE","BAL",0,0,0,0,1,0,106,2,13,4,102,71,2,103,66,1,"BAL","NWE",17,23,"False","outdoors","grass",52,81,13,-7,"BAL",44,"2020-11-15",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"817","PHI",21,37,208,0,0,3,18,22,72,23,156,2,78,36,21,208,0,94,0,1,22,63,41,22,"PHI","NYG",1,0,0,0,0,0,338,8,16,1,106,50,4,327,79,3,"PHI","NYG",17,27,"False","outdoors","fieldturf ",56,60,18,-5,"PHI",46,"2020-11-15",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
"818","NYG",21,28,244,0,0,3,13,40,100,36,151,3,61,28,21,244,0,160,0,2,34,67,33,34,"NYG","PHI",0,0,0,0,0,0,237,4,9,1,103,48,1,237,59,2,"PHI","NYG",17,27,"False","outdoors","fieldturf ",56,60,18,-5,"PHI",46,"2020-11-15",FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10
